source_dataset,source_row_id,property_family,governorate,delegation,city,location,surface_m2,rooms,bathrooms,price_tnd
property_prices_in_tunisia,3036,house,Ben Arous,Boumhel,Boumhel,Boumhel,390.0,4.0,2.0,685000.0
property_prices_in_tunisia,3045,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,140.0,8.0,2.0,135000.0
property_prices_in_tunisia,3048,house,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,400.0,8.0,2.0,250000.0
property_prices_in_tunisia,3049,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,600.0,8.0,2.0,250000.0
property_prices_in_tunisia,3050,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,70.0,2.0,1.0,120000.0
property_prices_in_tunisia,3054,house,Ben Arous,Ezzahra,Ezzahra,Ezzahra,320.0,6.0,2.0,550000.0
property_prices_in_tunisia,3055,house,Ben Arous,Boumhel,Boumhel,Boumhel,560.0,8.0,3.0,865000.0
property_prices_in_tunisia,3058,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,518.0,8.0,4.0,520000.0
property_prices_in_tunisia,3060,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,930.0,18.0,6.0,850000.0
property_prices_in_tunisia,3061,apartment,Ben Arous,Boumhel,Boumhel,Boumhel,130.0,3.0,1.0,229000.0
property_prices_in_tunisia,3063,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,75.0,2.0,1.0,105000.0
property_prices_in_tunisia,3066,apartment,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,90.0,2.0,1.0,98000.0
property_prices_in_tunisia,3069,house,Ben Arous,Boumhel,Boumhel,Boumhel,75.0,7.0,2.0,110000.0
property_prices_in_tunisia,3070,house,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,90.0,3.0,1.0,210000.0
property_prices_in_tunisia,3072,house,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,835.0,14.0,4.0,1300000.0
property_prices_in_tunisia,3080,apartment,Ben Arous,Radès,Radès,Radès,67.0,2.0,1.0,120000.0
property_prices_in_tunisia,3081,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,409.0,6.0,2.0,760000.0
property_prices_in_tunisia,3085,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,430.0,3.0,2.0,460000.0
property_prices_in_tunisia,3086,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,115.0,3.0,1.0,175000.0
property_prices_in_tunisia,3088,apartment,Ben Arous,Boumhel,Boumhel,Boumhel,145.0,3.0,1.0,249000.0
property_prices_in_tunisia,3090,house,Ben Arous,Mohamedia,Mohamedia,Mohamedia,100.0,3.0,1.0,120000.0
property_prices_in_tunisia,3091,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,103.0,3.0,1.0,200000.0
property_prices_in_tunisia,3096,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,97.0,2.0,1.0,100000.0
property_prices_in_tunisia,3099,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,100.0,2.0,1.0,135000.0
property_prices_in_tunisia,3100,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,60.0,2.0,1.0,85000.0
property_prices_in_tunisia,3108,house,Ben Arous,Mégrine,Mégrine,Mégrine,506.0,2.0,2.0,590000.0
property_prices_in_tunisia,3114,house,Ben Arous,Ben Arous,Ben Arous,Ben Arous,470.0,8.0,5.0,600000.0
property_prices_in_tunisia,3118,house,Ben Arous,Mégrine,Mégrine,Mégrine,522.0,4.0,2.0,820000.0
property_prices_in_tunisia,3119,house,Ben Arous,Radès,Radès,Radès,400.0,3.0,2.0,470000.0
property_prices_in_tunisia,3120,house,Ben Arous,Radès,Radès,Radès,441.0,5.0,3.0,600000.0
property_prices_in_tunisia,3121,house,Ben Arous,Radès,Radès,Radès,400.0,3.0,2.0,420000.0
property_prices_in_tunisia,3122,house,Ben Arous,Radès,Radès,Radès,400.0,4.0,2.0,540000.0
property_prices_in_tunisia,3129,apartment,Ben Arous,Radès,Radès,Radès,125.0,2.0,1.0,177000.0
property_prices_in_tunisia,3137,house,Ben Arous,Mornag,Mornag,Mornag,230.0,4.0,2.0,250000.0
property_prices_in_tunisia,3140,apartment,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,75.0,2.0,1.0,85000.0
property_prices_in_tunisia,3141,house,Ben Arous,Ben Arous,Ben Arous,Ben Arous,150.0,6.0,2.0,260000.0
property_prices_in_tunisia,3143,house,Ben Arous,Boumhel,Boumhel,Boumhel,166.0,3.0,1.0,330000.0
property_prices_in_tunisia,3144,house,Ben Arous,Boumhel,Boumhel,Boumhel,145.0,3.0,1.0,340000.0
property_prices_in_tunisia,3150,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,1000.0,8.0,1.0,950000.0
property_prices_in_tunisia,3153,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,90.0,2.0,1.0,197000.0
property_prices_in_tunisia,3155,house,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,100.0,4.0,1.0,180000.0
property_prices_in_tunisia,3157,apartment,Ben Arous,Ezzahra,Ezzahra,Ezzahra,100.0,3.0,1.0,170000.0
property_prices_in_tunisia,3159,apartment,Ben Arous,Ben Arous,Ben Arous,Ben Arous,115.0,3.0,1.0,145000.0
property_prices_in_tunisia,3164,apartment,Ben Arous,Ezzahra,Ezzahra,Ezzahra,110.0,3.0,1.0,195000.0
property_prices_in_tunisia,3170,house,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,200.0,4.0,1.0,275000.0
property_prices_in_tunisia,3174,apartment,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,70.0,1.0,1.0,135000.0
property_prices_in_tunisia,3175,apartment,Ben Arous,Ezzahra,Ezzahra,Ezzahra,120.0,3.0,1.0,225000.0
property_prices_in_tunisia,3176,house,Ben Arous,Mohamedia,Mohamedia,Mohamedia,182.0,6.0,1.0,190000.0
property_prices_in_tunisia,3177,house,Ben Arous,Ben Arous,Ben Arous,Ben Arous,120.0,3.0,1.0,280000.0
property_prices_in_tunisia,3180,house,Ben Arous,Fouchana,Fouchana,Fouchana,150.0,2.0,1.0,50000.0
property_prices_in_tunisia,3182,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,180.0,9.0,1.0,275000.0
property_prices_in_tunisia,3187,apartment,Ben Arous,Radès,Radès,Radès,95.0,2.0,1.0,110000.0
property_prices_in_tunisia,3189,apartment,Ben Arous,Mégrine,Mégrine,Mégrine,155.0,3.0,2.0,395000.0
property_prices_in_tunisia,3191,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,140.0,3.0,2.0,270000.0
property_prices_in_tunisia,3192,apartment,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,110.0,2.0,1.0,190000.0
property_prices_in_tunisia,3193,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,110.0,3.0,1.0,250000.0
property_prices_in_tunisia,3194,apartment,Ben Arous,Boumhel,Boumhel,Boumhel,140.0,3.0,2.0,295000.0
property_prices_in_tunisia,3195,house,Ben Arous,Mornag,Mornag,Mornag,346.0,5.0,1.0,450000.0
property_prices_in_tunisia,3200,house,Ben Arous,Mornag,Mornag,Mornag,100.0,9.0,2.0,155000.0
property_prices_in_tunisia,3202,apartment,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,68.0,3.0,1.0,120000.0
property_prices_in_tunisia,3204,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,120.0,3.0,1.0,295000.0
property_prices_in_tunisia,3210,house,Ben Arous,Ben Arous,Ben Arous,Ben Arous,160.0,3.0,2.0,250000.0
property_prices_in_tunisia,3224,house,Ben Arous,Boumhel,Boumhel,Boumhel,190.0,4.0,2.0,350000.0
property_prices_in_tunisia,3230,apartment,Ben Arous,Fouchana,Fouchana,Fouchana,92.0,2.0,1.0,120000.0
property_prices_in_tunisia,3236,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,83.0,2.0,1.0,120000.0
property_prices_in_tunisia,3243,apartment,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,130.0,3.0,2.0,199000.0
property_prices_in_tunisia,3244,apartment,Ben Arous,Boumhel,Boumhel,Boumhel,92.0,2.0,1.0,105000.0
property_prices_in_tunisia,3250,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,75.0,2.0,1.0,90000.0
property_prices_in_tunisia,3255,house,Ben Arous,Radès,Radès,Radès,400.0,10.0,3.0,750000.0
property_prices_in_tunisia,3260,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,200.0,7.0,2.0,370000.0
property_prices_in_tunisia,3266,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,83.0,3.0,2.0,110000.0
property_prices_in_tunisia,3268,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,126.0,5.0,2.0,340000.0
property_prices_in_tunisia,3270,apartment,Ben Arous,Ben Arous,Ben Arous,Ben Arous,70.0,3.0,1.0,105000.0
property_prices_in_tunisia,3271,house,Ben Arous,Boumhel,Boumhel,Boumhel,500.0,4.0,1.0,295000.0
property_prices_in_tunisia,3273,apartment,Ben Arous,Ezzahra,Ezzahra,Ezzahra,120.0,3.0,2.0,210000.0
property_prices_in_tunisia,3274,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,116.0,3.0,2.0,169000.0
property_prices_in_tunisia,3275,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,120.0,2.0,2.0,190000.0
property_prices_in_tunisia,3298,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,102.0,7.0,2.0,255000.0
property_prices_in_tunisia,3301,house,Ben Arous,Radès,Radès,Radès,250.0,8.0,2.0,300000.0
property_prices_in_tunisia,3303,apartment,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,87.0,3.0,1.0,95000.0
property_prices_in_tunisia,3308,apartment,Ben Arous,Fouchana,Fouchana,Fouchana,78.0,2.0,1.0,100000.0
property_prices_in_tunisia,3311,house,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,110.0,2.0,1.0,250000.0
property_prices_in_tunisia,3315,house,Ben Arous,Boumhel,Boumhel,Boumhel,150.0,4.0,1.0,170000.0
property_prices_in_tunisia,3319,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,100.0,3.0,2.0,120000.0
property_prices_in_tunisia,3320,house,Ben Arous,Mornag,Mornag,Mornag,162.0,4.0,1.0,130000.0
property_prices_in_tunisia,3325,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,105.0,3.0,2.0,170000.0
property_prices_in_tunisia,3340,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,115.0,4.0,1.0,145000.0
property_prices_in_tunisia,3341,house,Ben Arous,Radès,Radès,Radès,614.0,12.0,3.0,430000.0
property_prices_in_tunisia,3346,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,115.0,4.0,1.0,85000.0
property_prices_in_tunisia,3352,apartment,Ben Arous,El Mourouj,El Mourouj,El Mourouj,110.0,4.0,1.0,155000.0
property_prices_in_tunisia,3357,house,Ben Arous,Mégrine,Mégrine,Mégrine,120.0,5.0,1.0,350000.0
property_prices_in_tunisia,3361,house,Ben Arous,Hammam Lif,Hammam Lif,Hammam Lif,120.0,2.0,2.0,350000.0
property_prices_in_tunisia,3368,house,Ben Arous,Radès,Radès,Radès,1150.0,9.0,2.0,850000.0
property_prices_in_tunisia,3374,house,Ben Arous,Fouchana,Fouchana,Fouchana,285.0,3.0,2.0,235000.0
property_prices_in_tunisia,3392,house,Ben Arous,Ezzahra,Ezzahra,Ezzahra,250.0,9.0,3.0,340000.0
property_prices_in_tunisia,3403,house,Ben Arous,Boumhel,Boumhel,Boumhel,300.0,5.0,1.0,550000.0
property_prices_in_tunisia,3408,apartment,Ben Arous,Boumhel,Boumhel,Boumhel,90.0,2.0,1.0,105000.0
property_prices_in_tunisia,3409,house,Ben Arous,Ben Arous,Ben Arous,Ben Arous,497.0,5.0,3.0,735000.0
property_prices_in_tunisia,3415,house,Ben Arous,Mohamedia,Mohamedia,Mohamedia,275.0,12.0,3.0,205000.0
property_prices_in_tunisia,3423,house,Ben Arous,Mornag,Mornag,Mornag,142.0,3.0,2.0,170000.0
property_prices_in_tunisia,3428,apartment,Ben Arous,Fouchana,Fouchana,Fouchana,90.0,2.0,1.0,99000.0
property_prices_in_tunisia,3430,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,216.0,6.0,1.0,310000.0
property_prices_in_tunisia,3431,house,Ben Arous,Mohamedia,Mohamedia,Mohamedia,124.0,2.0,1.0,148000.0
property_prices_in_tunisia,3432,apartment,Ben Arous,Ben Arous,Ben Arous,Ben Arous,99.0,3.0,1.0,150000.0
property_prices_in_tunisia,3435,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,103.0,2.0,1.0,153000.0
property_prices_in_tunisia,3437,house,Ben Arous,Boumhel,Boumhel,Boumhel,140.0,3.0,2.0,340000.0
property_prices_in_tunisia,3454,house,Ben Arous,Fouchana,Fouchana,Fouchana,120.0,4.0,1.0,150000.0
property_prices_in_tunisia,3456,house,Ben Arous,Radès,Radès,Radès,100.0,4.0,1.0,145000.0
property_prices_in_tunisia,3462,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,100.0,4.0,2.0,280000.0
property_prices_in_tunisia,3466,apartment,Ben Arous,Boumhel,Boumhel,Boumhel,130.0,3.0,3.0,210000.0
property_prices_in_tunisia,3468,apartment,Ben Arous,Radès,Radès,Radès,72.0,2.0,1.0,180000.0
property_prices_in_tunisia,3473,apartment,Ben Arous,Radès,Radès,Radès,100.0,3.0,1.0,165000.0
property_prices_in_tunisia,3474,apartment,Ben Arous,Fouchana,Fouchana,Fouchana,87.0,3.0,1.0,108000.0
property_prices_in_tunisia,3482,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,570.0,4.0,4.0,700000.0
property_prices_in_tunisia,3484,house,Ben Arous,Boumhel,Boumhel,Boumhel,180.0,4.0,1.0,320000.0
property_prices_in_tunisia,3487,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,176.0,7.0,2.0,370000.0
property_prices_in_tunisia,3497,apartment,Ben Arous,Fouchana,Fouchana,Fouchana,135.0,3.0,1.0,145000.0
property_prices_in_tunisia,3502,house,Ben Arous,Ben Arous,Ben Arous,Ben Arous,100.0,2.0,1.0,430000.0
property_prices_in_tunisia,3503,house,Ben Arous,El Mourouj,El Mourouj,El Mourouj,300.0,6.0,3.0,240000.0
property_prices_in_tunisia,3504,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,116.0,2.0,1.0,201250.0
property_prices_in_tunisia,3505,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,111.0,2.0,1.0,195000.0
property_prices_in_tunisia,3508,house,Ben Arous,Hammam Chott,Hammam Chott,Hammam Chott,402.0,7.0,2.0,380000.0
property_prices_in_tunisia,3510,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,115.0,3.0,2.0,214000.0
property_prices_in_tunisia,3511,apartment,Ben Arous,Radès,Radès,Radès,81.0,3.0,1.0,145000.0
property_prices_in_tunisia,3513,house,Ben Arous,Boumhel,Boumhel,Boumhel,104.0,4.0,2.0,140000.0
property_prices_in_tunisia,3514,house,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,637.0,4.0,2.0,820000.0
property_prices_in_tunisia,3515,house,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,429.0,8.0,3.0,720000.0
property_prices_in_tunisia,3519,house,Ben Arous,Boumhel,Boumhel,Boumhel,280.0,4.0,2.0,300000.0
property_prices_in_tunisia,3520,house,Ben Arous,Mohamedia,Mohamedia,Mohamedia,130.0,3.0,1.0,150000.0
property_prices_in_tunisia,3528,house,Ben Arous,Mornag,Mornag,Mornag,100.0,2.0,1.0,280000.0
property_prices_in_tunisia,3533,apartment,Ben Arous,Boumhel,Boumhel,Boumhel,140.0,4.0,2.0,220000.0
property_prices_in_tunisia,3535,house,Ben Arous,Radès,Radès,Radès,200.0,3.0,3.0,380000.0
property_prices_in_tunisia,3536,apartment,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,105.0,3.0,1.0,155000.0
property_prices_in_tunisia,3540,house,Ben Arous,Medina Jedida,Medina Jedida,Medina Jedida,170.0,4.0,2.0,390000.0
property_prices_in_tunisia,3545,apartment,Ben Arous,Ezzahra,Ezzahra,Ezzahra,127.0,3.0,2.0,160000.0
property_prices_in_tunisia,3546,house,Ben Arous,Mohamedia,Mohamedia,Mohamedia,89.0,3.0,1.0,75000.0
property_prices_in_tunisia,3562,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,180.0,3.0,2.0,320000.0
property_prices_in_tunisia,3568,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,120.0,4.0,1.0,270000.0
property_prices_in_tunisia,3570,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,166.0,3.0,1.0,170000.0
property_prices_in_tunisia,3571,house,Bizerte,Mateur,Mateur,Mateur,112.0,5.0,1.0,155000.0
property_prices_in_tunisia,3580,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,85.0,5.0,1.0,120000.0
property_prices_in_tunisia,3590,house,Bizerte,Ghar El Melh,Ghar El Melh,Ghar El Melh,90.0,2.0,2.0,120000.0
property_prices_in_tunisia,3592,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,110.0,3.0,1.0,270000.0
property_prices_in_tunisia,3599,house,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,110.0,5.0,1.0,150000.0
property_prices_in_tunisia,3602,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,500.0,3.0,1.0,220000.0
property_prices_in_tunisia,3607,house,Bizerte,Bizerte Sud,Bizerte Sud,Bizerte Sud,140.0,2.0,1.0,115000.0
property_prices_in_tunisia,3621,house,Bizerte,Ghar El Melh,Ghar El Melh,Ghar El Melh,140.0,4.0,1.0,160000.0
property_prices_in_tunisia,3622,house,Bizerte,Ghar El Melh,Ghar El Melh,Ghar El Melh,120.0,3.0,1.0,120000.0
property_prices_in_tunisia,3625,house,Bizerte,Zarzouna,Zarzouna,Zarzouna,140.0,5.0,3.0,150000.0
property_prices_in_tunisia,3626,house,Bizerte,Bizerte,Bizerte,Bizerte,140.0,4.0,1.0,160000.0
property_prices_in_tunisia,3629,house,Bizerte,Ghar El Melh,Ghar El Melh,Ghar El Melh,230.0,3.0,2.0,260000.0
property_prices_in_tunisia,3630,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,120.0,3.0,1.0,130000.0
property_prices_in_tunisia,3636,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,240.0,6.0,3.0,260000.0
property_prices_in_tunisia,3640,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,100.0,2.0,1.0,215000.0
property_prices_in_tunisia,3645,apartment,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,182.0,3.0,1.0,200000.0
property_prices_in_tunisia,3654,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,110.0,3.0,1.0,160000.0
property_prices_in_tunisia,3655,house,Bizerte,Ghar El Melh,Ghar El Melh,Ghar El Melh,100.0,2.0,1.0,100000.0
property_prices_in_tunisia,3662,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,125.0,4.0,1.0,145000.0
property_prices_in_tunisia,3675,house,Bizerte,Bizerte,Bizerte,Bizerte,290.0,3.0,2.0,650000.0
property_prices_in_tunisia,3676,house,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,175.0,3.0,1.0,115000.0
property_prices_in_tunisia,3677,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,100.0,2.0,1.0,230000.0
property_prices_in_tunisia,3679,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,110.0,4.0,1.0,185000.0
property_prices_in_tunisia,3703,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,130.0,8.0,2.0,220000.0
property_prices_in_tunisia,3715,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,189.0,5.0,1.0,350000.0
property_prices_in_tunisia,3718,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,240.0,3.0,2.0,260000.0
property_prices_in_tunisia,3719,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,400.0,4.0,1.0,240000.0
property_prices_in_tunisia,3726,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,160.0,3.0,1.0,195000.0
property_prices_in_tunisia,3739,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,125.0,2.0,1.0,65000.0
property_prices_in_tunisia,3740,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,180.0,5.0,2.0,415000.0
property_prices_in_tunisia,3750,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,170.0,3.0,1.0,190000.0
property_prices_in_tunisia,3752,house,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,100.0,3.0,1.0,100000.0
property_prices_in_tunisia,3761,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,170.0,2.0,1.0,190000.0
property_prices_in_tunisia,3762,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,110.0,4.0,1.0,162000.0
property_prices_in_tunisia,3773,house,Bizerte,Bizerte Sud,Bizerte Sud,Bizerte Sud,254.0,10.0,4.0,310000.0
property_prices_in_tunisia,3776,house,Bizerte,Mateur,Mateur,Mateur,100.0,2.0,1.0,85000.0
property_prices_in_tunisia,3788,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,170.0,3.0,2.0,240000.0
property_prices_in_tunisia,3789,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,150.0,5.0,2.0,175000.0
property_prices_in_tunisia,3790,house,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,360.0,6.0,1.0,285000.0
property_prices_in_tunisia,3791,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,300.0,13.0,4.0,520000.0
property_prices_in_tunisia,3799,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,205.0,2.0,1.0,200000.0
property_prices_in_tunisia,3811,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,300.0,3.0,1.0,400000.0
property_prices_in_tunisia,3814,house,Bizerte,Bizerte,Bizerte,Bizerte,200.0,1.0,1.0,65000.0
property_prices_in_tunisia,3815,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,110.0,2.0,1.0,170000.0
property_prices_in_tunisia,3818,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,181.0,3.0,1.0,370000.0
property_prices_in_tunisia,3826,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,100.0,6.0,2.0,300000.0
property_prices_in_tunisia,3832,apartment,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,93.0,3.0,1.0,95000.0
property_prices_in_tunisia,3844,apartment,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,70.0,2.0,1.0,60000.0
property_prices_in_tunisia,3855,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,100.0,2.0,1.0,148000.0
property_prices_in_tunisia,3867,apartment,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,75.0,3.0,1.0,91000.0
property_prices_in_tunisia,3884,house,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,140.0,3.0,1.0,80000.0
property_prices_in_tunisia,3888,apartment,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,165.0,3.0,2.0,200000.0
property_prices_in_tunisia,3898,house,Bizerte,Ghar El Melh,Ghar El Melh,Ghar El Melh,230.0,4.0,2.0,250000.0
property_prices_in_tunisia,3903,house,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,80.0,5.0,2.0,80000.0
property_prices_in_tunisia,3905,house,Bizerte,Bizerte,Bizerte,Bizerte,320.0,3.0,3.0,600000.0
property_prices_in_tunisia,3910,house,Bizerte,Ghar El Melh,Ghar El Melh,Ghar El Melh,150.0,2.0,1.0,160000.0
property_prices_in_tunisia,3930,house,Bizerte,Bizerte,Bizerte,Bizerte,160.0,5.0,2.0,170000.0
property_prices_in_tunisia,3935,house,Bizerte,Bizerte,Bizerte,Bizerte,420.0,6.0,2.0,600000.0
property_prices_in_tunisia,3939,house,Bizerte,Bizerte,Bizerte,Bizerte,100.0,2.0,1.0,160000.0
property_prices_in_tunisia,3946,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,172.0,4.0,2.0,170000.0
property_prices_in_tunisia,3964,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,80.0,2.0,1.0,140000.0
property_prices_in_tunisia,3969,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,170.0,5.0,3.0,440000.0
property_prices_in_tunisia,3984,house,Bizerte,Menzel Bourguiba,Menzel Bourguiba,Menzel Bourguiba,150.0,3.0,1.0,120000.0
property_prices_in_tunisia,3988,house,Bizerte,Bizerte,Bizerte,Bizerte,270.0,7.0,3.0,520000.0
property_prices_in_tunisia,3994,house,Bizerte,Ras Jebel,Ras Jebel,Ras Jebel,186.0,3.0,1.0,180000.0
property_prices_in_tunisia,3996,apartment,Bizerte,Bizerte,Bizerte,Bizerte,119.0,3.0,1.0,130000.0
property_prices_in_tunisia,3998,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,280.0,3.0,3.0,200000.0
property_prices_in_tunisia,3999,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,200.0,5.0,2.0,250000.0
property_prices_in_tunisia,4007,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,75.0,2.0,1.0,90000.0
property_prices_in_tunisia,4008,house,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,90.0,2.0,1.0,90000.0
property_prices_in_tunisia,4014,apartment,Bizerte,Bizerte Nord,Bizerte Nord,Bizerte Nord,100.0,3.0,1.0,210000.0
property_prices_in_tunisia,4015,house,Gabes,Gabès Médina,Gabès Médina,Gabès Médina,130.0,5.0,1.0,60000.0
property_prices_in_tunisia,4035,house,Gabes,Gabès Ouest,Gabès Ouest,Gabès Ouest,220.0,3.0,1.0,120000.0
property_prices_in_tunisia,4046,house,Gabes,Gabès Ouest,Gabès Ouest,Gabès Ouest,120.0,3.0,1.0,55000.0
property_prices_in_tunisia,4052,house,Gabes,Gabès Sud,Gabès Sud,Gabès Sud,270.0,3.0,1.0,260000.0
property_prices_in_tunisia,4077,house,Gabes,Gabès Sud,Gabès Sud,Gabès Sud,550.0,5.0,2.0,350000.0
property_prices_in_tunisia,4079,house,Gabes,Gabès,Gabès,Gabès,76.0,4.0,2.0,150000.0
property_prices_in_tunisia,4089,house,Gabes,Gabès Sud,Gabès Sud,Gabès Sud,670.0,6.0,2.0,550000.0
property_prices_in_tunisia,4095,house,Gabes,Nouvelle Matmata,Nouvelle Matmata,Nouvelle Matmata,150.0,3.0,1.0,170000.0
property_prices_in_tunisia,4119,house,Gabes,El Hamma,El Hamma,El Hamma,240.0,9.0,2.0,195000.0
property_prices_in_tunisia,4125,house,Gabes,Métouia,Métouia,Métouia,78.0,6.0,2.0,130000.0
