id_annonce;source_dataset;titre;type_bien;type_transaction;prix_tnd;prix_texte_brut;gouvernorat;ville;quartier;adresse_brute;surface_habitable_m2;surface_terrain_m2;nb_pieces;nb_chambres;nb_salles_bain;meuble;terrasse;securite;latitude;longitude;zone_littorale;moyens_paiement;telephone;date_publication;date_extraction;url_annonce;log_prix;piscine;garage;climatisation;jardin
11105;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;320000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;250.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11108;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;100000.0;Non précisé;Ben Arous;Rades;Rades;Non précisé;75.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11112;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;400000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;105.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;25/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11113;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;95000.0;Non précisé;Ben Arous;Hammam Chatt;Hammam Chatt;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;21/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11131;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;450000.0;Non précisé;Tunis;El Kram;El Kram;Non précisé;350.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;18/04/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11144;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;125000.0;Non précisé;Ben Arous;El Mourouj;El Mourouj;Non précisé;86.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;31/03/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11147;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;210000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;68.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;30/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11156;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;200000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;85.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/07/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11167;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;140000.0;Non précisé;Ariana;Raoued;Raoued;Non précisé;96.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;29/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11202;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;165000.0;Non précisé;Ben Arous;Nouvelle Medina;Nouvelle Medina;Non précisé;70.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;04/12/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11213;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;165000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;70.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11216;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;220000.0;Non précisé;Ben Arous;Nouvelle Medina;Nouvelle Medina;Non précisé;122.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;08/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11221;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;200000.0;Non précisé;Nabeul;Nabeul;Nabeul;Non précisé;140.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;11/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11224;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;675000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;135.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11231;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;280000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;07/07/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11241;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;245000.0;Non précisé;Tunis;El Menzah;El Menzah;Non précisé;1.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11266;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;135000.0;Non précisé;Bizerte;Bizerte Nord;Bizerte Nord;Non précisé;100.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11269;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;330000.0;Non précisé;Tunis;El Menzah;El Menzah;Non précisé;147.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;07/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11274;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;175000.0;Non précisé;Ariana;La Soukra;La Soukra;Non précisé;95.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;06/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11278;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;260000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;156.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;24/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11279;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;400000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;1.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;13/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11281;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;403000.0;Non précisé;Sousse;Sousse Ville;Sousse Ville;Non précisé;147.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;10/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11283;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;175000.0;Non précisé;Nabeul;Hammam El Ghezaz;Hammam El Ghezaz;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;14/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11297;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;165000.0;Non précisé;Tunis;La Goulette;La Goulette;Non précisé;69.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11305;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;330000.0;Non précisé;Ben Arous;Ben Arous;Ben Arous;Non précisé;345.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;31/03/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11310;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;175000.0;Non précisé;Nabeul;Nabeul;Nabeul;Non précisé;50.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11318;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;400000.0;Non précisé;Ariana;Raoued;Raoued;Non précisé;150.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11324;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;285000.0;Non précisé;Tunis;Carthage;Carthage;Non précisé;152.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;03/07/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11325;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;350000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;147.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;16/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11329;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;340000.0;Non précisé;Sousse;Hergla;Hergla;Non précisé;100.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;05/12/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11339;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;160000.0;Non précisé;Ben Arous;Nouvelle Medina;Nouvelle Medina;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;11/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11342;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;220000.0;Non précisé;Nabeul;Kelibia;Kelibia;Non précisé;116.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;04/12/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11344;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;330000.0;Non précisé;Sousse;Akouda;Akouda;Non précisé;160.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;03/11/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11346;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;110000.0;Non précisé;Ariana;La Soukra;La Soukra;Non précisé;73.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11348;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;525000.0;Non précisé;Sousse;Hammam Sousse;Hammam Sousse;Non précisé;130.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11357;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;950000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;270.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;18/10/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11374;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;310000.0;Non précisé;Sousse;Sousse Ville;Sousse Ville;Non précisé;130.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;04/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11380;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;170000.0;Non précisé;Ben Arous;Hammam Chatt;Hammam Chatt;Non précisé;103.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;10/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11383;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;384000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;160.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;01/05/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11386;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;190000.0;Non précisé;Sfax;Sfax Ville;Sfax Ville;Non précisé;140.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;21/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11387;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;280000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;134.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;26/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11398;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;110000.0;Non précisé;Ariana;Raoued;Raoued;Non précisé;70.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;31/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11400;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;169000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;49.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11405;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;900000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;284.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;10/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11414;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;410000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;118.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;23/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11418;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;360000.0;Non précisé;Sousse;Hergla;Hergla;Non précisé;100.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;19/02/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11420;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;420000.0;Non précisé;Tunis;Cite El Khadra;Cite El Khadra;Non précisé;200.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11426;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;420000.0;Non précisé;Ariana;La Soukra;La Soukra;Non précisé;200.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;17/10/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11427;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;200000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;40.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;17/07/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11432;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;110000.0;Non précisé;Ariana;La Soukra;La Soukra;Non précisé;75.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;19/07/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11434;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;180000.0;Non précisé;Nabeul;Nabeul;Nabeul;Non précisé;210.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;14/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11440;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;135000.0;Non précisé;Ben Arous;El Mourouj;El Mourouj;Non précisé;110.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;23/02/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11442;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;135000.0;Non précisé;Tunis;El Omrane;El Omrane;Non précisé;59.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11453;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;190000.0;Non précisé;Ben Arous;Ezzahra;Ezzahra;Non précisé;90.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;16/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11454;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;620000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;300.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;24/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11455;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;980000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;227.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;04/11/2021;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11468;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;290000.0;Non précisé;Nabeul;Hammam El Ghezaz;Hammam El Ghezaz;Non précisé;99.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;10/04/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11469;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;280000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;112.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/08/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11479;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;385000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;400.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;27/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11493;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;400000.0;Non précisé;Tunis;El Menzah;El Menzah;Non précisé;200.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;06/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11497;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;120000.0;Non précisé;Bizerte;Bizerte Nord;Bizerte Nord;Non précisé;65.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;06/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11502;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;270000.0;Non précisé;Nabeul;Hammamet;Hammamet;Non précisé;90.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;23/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11508;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;195000.0;Non précisé;Manouba;Mannouba;Mannouba;Non précisé;104.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11514;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;402000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;120.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/01/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11515;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;1500000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;348.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;24/05/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11517;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;95000.0;Non précisé;Manouba;Douar Hicher;Douar Hicher;Non précisé;75.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;21/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11520;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;160000.0;Non précisé;Sfax;Sfax Ville;Sfax Ville;Non précisé;80.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;25/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11530;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;210000.0;Non précisé;Nabeul;Hammam El Ghezaz;Hammam El Ghezaz;Non précisé;160.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;20/10/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11532;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;260000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;107.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;11/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11538;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;750000.0;Non précisé;Ben Arous;El Mourouj;El Mourouj;Non précisé;410.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11539;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;98000.0;Non précisé;Ben Arous;Fouchana;Fouchana;Non précisé;110.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;12/06/2020;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11547;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;2400000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;780.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/04/2022;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11559;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;437000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;87.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/10/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11560;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;337000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;143.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;22/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11569;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;185000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;74.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;31/07/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11571;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;350000.0;Non précisé;Tunis;La Marsa;La Marsa;Non précisé;85.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;15/09/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11583;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;800000.0;Non précisé;Tunis;Ain Zaghouan;Ain Zaghouan;Non précisé;1158.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;28/07/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11589;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;195000.0;Non précisé;Ariana;Ariana Ville;Ariana Ville;Non précisé;120.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;07/11/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
11597;kaggle_tunisia_real_estate;Non précisé;appartement;Vente;200000.0;Non précisé;Ben Arous;El Mourouj;El Mourouj;Non précisé;90.0;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;18/06/2023;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non
