id_annonce;source_dataset;titre;type_bien;type_transaction;prix_tnd;prix_texte_brut;gouvernorat;ville;quartier;adresse_brute;surface_habitable_m2;surface_terrain_m2;nb_pieces;nb_chambres;nb_salles_bain;meuble;terrasse;securite;latitude;longitude;zone_littorale;moyens_paiement;telephone;date_publication;date_extraction;url_annonce;log_prix;piscine;garage;climatisation;jardin
1;tayara.tn;À VENDRE – Opportunité Rare !;villa;Vente;420000.0;420000 DT;La Manouba;La Manouba;Non précisé;La Manouba, La Manouba;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;98696704;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4d36227b31d9554f387a34/;Non précisé;Non;Non;Non;Non
3;tayara.tn;??EL MENZAH 1 - UNE VILLA PRESTIGIEUSE À VENDRE;appartement;Vente;Non précisé;Non précisé;Tunis;El Menzah 1;Non précisé;Tunis, El Menzah 1;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4d35c57b31d9554f387a02/;Non précisé;Non;Non;Non;Non
4;tayara.tn;?? ENNASR – APPARTEMENT S+4 À VENDRE;appartement;Vente;620.0;620 DT;Ariana;Cité Ennasr 2;Non précisé;Ariana, Cité Ennasr 2;Non précisé;Non précisé;4.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4d34ec4956ba003a3b82e4/;Non précisé;Non;Non;Non;Non
7;tayara.tn;?? YASMINE HAMMAMET SUD – IMMEUBLE DE RAPPORT R2 (VILLA + 5 APPARTEMENTS S2) À VENDRE;villa;Vente;Non précisé;Non précisé;Nabeul;Hammamet;Non précisé;Nabeul, Hammamet;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Oui;Non;Non;Non précisé;Non précisé;Non précisé;Paiement echelonne | Titre foncier;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4d34807b31d9554f387945/;Non précisé;Non;Non;Non;Non
11;tayara.tn;Appartement Ain Zaghouan Nord;appartement;Vente;780000.0;780000 DT;Tunis;Ain Zaghouan Nord;Non précisé;Tunis, Ain Zaghouan Nord;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a21943db257aa5aca4bb6ae/;Non précisé;Non;Non;Non;Non
14;tayara.tn;Villa à vendre à Raoued;villa;Vente;320000.0;320000 DT;Ariana;Raoued;Non précisé;Ariana, Raoued;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4bd5c07b31d9554f379c10/;Non précisé;Non;Non;Non;Non
15;tayara.tn;?? LA SOUKRA – TRIPLEX JUMELÉ AVEC ASCENSEUR PRIVATIF & PISCINE À VENDRE;villa;Vente;Non précisé;Non précisé;Ariana;La Soukra;Non précisé;Ariana, La Soukra;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4d33784956ba003a3b8202/;Non précisé;Oui;Non;Non;Non
17;tayara.tn;Appartements haut standing en cours de construction à Mansoura Kelibi;appartement;Vente;320000.0;320000 DT;Nabeul;Kélibia;Non précisé;Nabeul, Kélibia;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/690b639b8e4e0e4acb5ddab0/;Non précisé;Non;Non;Non;Non
29;tayara.tn;À vendre Villa avec piscine + 5 Appartement s+2 à Yasmine hamammet;villa;Vente;1.3;1.3 DT;Nabeul;Yasmine Hammamet;Non précisé;Nabeul, Yasmine Hammamet;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Titre foncier;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4cd98e4956ba003a3b35d2/;Non précisé;Oui;Non;Non;Non
43;tayara.tn;À VENDRE – Appartement S+2 à Sahloul 3;appartement;Vente;165.0;165 DT;Sousse;Sahloul;Non précisé;Sousse, Sahloul;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a3ee30ab3da6e91fdbe084e/;Non précisé;Non;Non;Non;Non
52;tayara.tn;dar s +3 b jnina w bil garage w bil manchir fi ariana sidi 3mor rawed;villa;Vente;150000000.0;150000000 DT;Ariana;Raoued;Non précisé;Ariana, Raoued;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4d2c934956ba003a3b7db3/;Non précisé;Non;Oui;Non;Non
55;tayara.tn;EL MENZAH 1 : OPPORTUNITÉ RARE – VILLA À VENDRE À EL MENZAH 1;villa;Vente;Non précisé;Non précisé;Tunis;El Menzah 1;Non précisé;Tunis, El Menzah 1;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:27;https://www.tayara.tn/item/6a4d2c287b31d9554f387429/;Non précisé;Non;Non;Non;Non
61;tayara.tn;?? À VENDRE – Appartement S+2 (Direct Promoteur) à Ain Zaghouan ?? ?? Remise des clés immédiate !;appartement;Vente;350000.0;350000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d375e7b31d9554f387afc/;Non précisé;Non;Non;Non;Non
73;tayara.tn;Jardins Laouina appt S+4 à vendre;appartement;Vente;390000.0;390000 DT;Tunis;Tunis;Non précisé;Tunis, Tunis;Non précisé;Non précisé;4.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;92000316;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d2aa57b31d9554f387332/;Non précisé;Non;Non;Non;Oui
98;tayara.tn;Maison 380 m² au centre ville kelibia;villa;Vente;430000.0;430000 DT;Nabeul;Kélibia;Non précisé;Nabeul, Kélibia;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/67f52101ca3467b14e77c9b8/;Non précisé;Non;Non;Non;Non
103;tayara.tn;Location studio meublé haut standing, Sfax ville;appartement;Vente;80.0;80 DT;Sfax;Sfax Ville;Non précisé;Sfax, Sfax Ville;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Oui;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d24997b31d9554f386f5d/;Non précisé;Non;Non;Non;Non
111;tayara.tn;appartement;appartement;Vente;85.0;85 DT;Ariana;Raoued;Non précisé;Ariana, Raoued;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d21b44956ba003a3b76d9/;Non précisé;Non;Non;Non;Non
113;tayara.tn;?????????? ????????????, ???????????? ???????????????? VILLA À VENDRE PROPRIÉTÉ D’EXCEPTION À VENDRE;villa;Vente;750000.0;750000 DT;Ariana;Kalâat Andalous;Non précisé;Ariana, Kalâat Andalous;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a2a606eec535ff6e1535cb8/;Non précisé;Non;Non;Non;Non
117;tayara.tn;A vendre a la marsa;villa;Vente;170000000.0;170000000 DT;Tunis;La Marsa;Non précisé;Tunis, La Marsa;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;24485553;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d1e2e4956ba003a3b7430/;Non précisé;Non;Non;Non;Non
118;tayara.tn;a vendre villa sur 4 niveaux avec garage a #nouvellemedina;villa;Vente;385000.0;385000 DT;Ben Arous;Medina Jedida;Non précisé;Ben Arous, Medina Jedida;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21651330191;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d1df64956ba003a3b7409/;Non précisé;Non;Oui;Non;Non
122;tayara.tn;s1 par nuitée;appartement;Vente;90.0;90 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;51709813;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d1c774956ba003a3b72e4/;Non précisé;Non;Non;Non;Non
124;tayara.tn;LA SOUKRA : APPARTEMENT S+2 A VENDRE;appartement;Vente;400000.0;400000 DT;Ariana;La Soukra;Non précisé;Ariana, La Soukra;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d1b264956ba003a3b71cc/;Non précisé;Non;Non;Non;Non
130;tayara.tn;Dar/Maison fi Bab Jdid Tunis;villa;Vente;185000.0;185000 DT;Tunis;Sidi El Béchir;Non précisé;Tunis, Sidi El Béchir;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d16f04956ba003a3b6e74/;Non précisé;Non;Non;Non;Non
133;tayara.tn;À vendre Triplex haut standing avec piscine à la Soukra;villa;Vente;1.0;1 DT;Ariana;La Soukra;Non précisé;Ariana, La Soukra;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cbfe67b31d9554f381351/;Non précisé;Oui;Non;Non;Non
134;tayara.tn;(S+3) à Khezema EST avec Place de Parking;appartement;Vente;420000.0;420000 DT;Sousse;Khzema;Non précisé;Sousse, Khzema;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69870992dd75862886241994/;Non précisé;Non;Oui;Non;Non
136;tayara.tn;(S+3) à Sousse Proche de toutes Commodités;appartement;Vente;279000.0;279000 DT;Sousse;Sousse;Non précisé;Sousse, Sousse;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d14804956ba003a3b6c41/;Non précisé;Non;Non;Non;Non
140;tayara.tn;(S+2) à Bouhsina El Ghazali;appartement;Vente;239000.0;239000 DT;Sousse;Sousse;Non précisé;Sousse, Sousse;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a22b8c4b257aa5aca4c56f7/;Non précisé;Non;Non;Non;Non
142;tayara.tn;À VENDRE : Un appartement S+1( Direct promoteur ), idéalement situé à Ain Zaghouan;appartement;Vente;242000.0;242000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d14324956ba003a3b6bf4/;Non précisé;Non;Non;Non;Non
143;tayara.tn;Maison style traditionnel à El Médina Sousse;villa;Vente;259000.0;259000 DT;Sousse;Sousse Médina;Non précisé;Sousse, Sousse Médina;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69f9fadb2067aacf4b098085/;Non précisé;Non;Non;Non;Non
144;tayara.tn;(S+2) Directe Promoteur à Hammam Sousse;appartement;Vente;245000.0;245000 DT;Sousse;Hammam Sousse;Non précisé;Sousse, Hammam Sousse;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a26acf4b257aa5aca4e99d3/;Non précisé;Non;Non;Non;Non
145;tayara.tn;Appartement (S+2) à Bouhsina;appartement;Vente;85000.0;85000 DT;Sousse;Sousse Jawhara;Non précisé;Sousse, Sousse Jawhara;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69dfbfc089c0e6b3b6e42129/;Non précisé;Non;Non;Non;Non
146;tayara.tn;À Vendre : Un appartement S+2 ( richement Meublé) , idéalement situé à Cité Wahat;appartement;Vente;275000.0;275000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Oui;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d140f4956ba003a3b6bc6/;Non précisé;Non;Non;Non;Non
147;tayara.tn;(S+2) Directe Promoteur à Cité Riadh;appartement;Vente;210000.0;210000 DT;Sousse;Sousse Riadh;Non précisé;Sousse, Sousse Riadh;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21628615615;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a48cfae7b31d9554f35e798/;Non précisé;Non;Non;Non;Non
150;tayara.tn;À Vendre : Un appartement S+1, idéalement situé à La Nouvelle Soukra;appartement;Vente;255000.0;255000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d13ab7b31d9554f386251/;Non précisé;Non;Non;Non;Non
154;tayara.tn;A VENDRE : Des appartements S+1, S+2 et S+3 (Direct Promoteur ) dans un environnement calme, sécurisé et recherché à La Nouvelle Soukra;appartement;Vente;255600.0;255600 DT;Tunis;Tunis;Non précisé;Tunis, Tunis;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Oui;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d13594956ba003a3b6b17/;Non précisé;Non;Non;Non;Non
156;tayara.tn;À VENDRE : Un appartement S+1 (Jamais Habité), idéalement situé à Cité Wahat;appartement;Vente;185000.0;185000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d12ff7b31d9554f386196/;Non précisé;Non;Non;Non;Non
159;tayara.tn;À VENDRE : Des appartements S+1, S+2 et S+3 situés à La Nouvelle Soukra ( Direct promoteur );appartement;Vente;245000.0;245000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d12ee4956ba003a3b6abb/;Non précisé;Non;Non;Non;Non
160;tayara.tn;AV S+1 bonne opprtunité 240 MD;appartement;Vente;240000.0;240000 DT;Ariana;La Soukra;Non précisé;Ariana, La Soukra;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;98201908;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69e749639ab1fd1e108ea95f/;Non précisé;Non;Non;Non;Non
163;tayara.tn;À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) situé à Cité Wahat.;appartement;Vente;216000.0;216000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d12bf7b31d9554f386161/;Non précisé;Non;Non;Non;Non
167;tayara.tn;A VENDRE : Des Appartements & Duplex – Direct Promoteur | La Soukra;appartement;Vente;290000.0;290000 DT;Ariana;La Soukra;Non précisé;Ariana, La Soukra;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d128b7b31d9554f38612d/;Non précisé;Non;Non;Non;Non
168;tayara.tn;A Vendre : Des appartements S+1, S+2 & S+3 situé à La Nouvelle Soukra;appartement;Vente;186333.0;186333 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d127b4956ba003a3b6a4e/;Non précisé;Non;Non;Non;Non
169;tayara.tn;""" Villa Louis xvi """;villa;Vente;1100000.0;1100000 DT;Nabeul;Hammamet;Non précisé;Nabeul, Hammamet;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a034ecd2257200009c60d5c/;Non précisé;Non;Non;Non;Non
172;tayara.tn;"Villa "" MOSCOU """;villa;Vente;750000.0;750000 DT;Nabeul;Hammamet;Non précisé;Nabeul, Hammamet;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+21698100513;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/696339040fe250585262c8fb/;Non précisé;Non;Non;Non;Non
176;tayara.tn;A VENDRE : Des Appartements S+2 , S+3 (Direct Promoteur) à La Nouvelle Soukra;appartement;Vente;377000.0;377000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d0fd54956ba003a3b6816/;Non précisé;Non;Non;Non;Non
181;tayara.tn;À VENDRE – Appartement S+2 (Direct Promoteur) à Ain Zaghouan;appartement;Vente;350000.0;350000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d0f937b31d9554f385ea9/;Non précisé;Non;Non;Non;Non
184;tayara.tn;À VENDRE : Des appartements S+1, S+2 & S+3 , (Direct Promoteur) à La Nouvelle Soukra;appartement;Vente;218000.0;218000 DT;Tunis;L Aouina;Non précisé;Tunis, L Aouina;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d0f457b31d9554f385e64/;Non précisé;Non;Non;Non;Non
186;tayara.tn;Occasion à ne pas rater chez city casa : Deux Appartement 1ér et deuxième étage en S+2 dans un bon emplacement Route de Tunis Prés de Télécom Nabeul;appartement;Vente;360000.0;360000 DT;Nabeul;Mrezga;Non précisé;Nabeul, Mrezga;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/68148380c5beda2b51d59cae/;Non précisé;Non;Non;Non;Non
188;tayara.tn;maisaon;appartement;Vente;3.0;3 DT;Sousse;Sousse;Non précisé;Sousse, Sousse;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;96755547;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d0b7b4956ba003a3b6481/;Non précisé;Non;Non;Non;Non
189;tayara.tn;maison;appartement;Vente;Non précisé;Non précisé;Sousse;Sousse;Non précisé;Sousse, Sousse;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;96755547;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d0b5a7b31d9554f385b3e/;Non précisé;Non;Non;Non;Non
190;tayara.tn;maisaon;appartement;Vente;3.0;3 DT;Sousse;Sousse;Non précisé;Sousse, Sousse;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;96755547;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d0b384956ba003a3b643a/;Non précisé;Non;Non;Non;Non
195;tayara.tn;Maison et studio inachevée à cité Mirdès 2 Kelibia;villa;Vente;330000.0;330000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Titre foncier;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/69c3be0618988b5c47812a9b/;Non précisé;Non;Non;Non;Non
201;tayara.tn;?? ENNASR 2 à Vendre appt S+4;appartement;Vente;Non précisé;Non précisé;Ariana;Cité Ennasr 2;Non précisé;Ariana, Cité Ennasr 2;Non précisé;Non précisé;4.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Titre foncier;50151839;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a2d23e6ec535ff6e15544d4/;Non précisé;Non;Non;Non;Non
212;tayara.tn;Maison à vendre;villa;Vente;150.0;150 DT;Jendouba;Jendouba;Non précisé;Jendouba, Jendouba;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d036d4956ba003a3b5dae/;Non précisé;Non;Non;Non;Non
215;tayara.tn;À louer par jour et par semaine;appartement;Vente;80.0;80 DT;Tunis;Tunis;Non précisé;Tunis, Tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;54193555;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4d03387b31d9554f38540a/;Non précisé;Non;Non;Non;Non
223;tayara.tn;A vendre appartement s2 à Beb Souika;appartement;Vente;110000.0;110000 DT;Tunis;Tunis;Non précisé;Tunis, Tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a201e319c270fe91acf70a9/;Non précisé;Non;Non;Non;Non
224;tayara.tn;A vendre appartement s2 au centre ville Tunis;appartement;Vente;160000.0;160000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a2030076bf9dfb99c227048/;Non précisé;Non;Non;Non;Non
225;tayara.tn;A vendre appartement s3 hst à Belvédère;appartement;Vente;380000.0;380000 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a30207514106929dedc5108/;Non précisé;Non;Non;Non;Non
236;tayara.tn;A vendre appartement dans une residence;appartement;Vente;150000.0;150000 DT;Sousse;Tunis;Non précisé;Sousse, tunis;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cfe927b31d9554f384f9f/;Non précisé;Non;Non;Non;Non
237;tayara.tn;A Vendre S+2 en plein centre ville Ras Jebel Bizerte;appartement;Vente;125000.0;125000 DT;Bizerte;Ras Jebel;Non précisé;Bizerte, Ras Jebel;Non précisé;Non précisé;2.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Titre foncier;72497990;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cfe457b31d9554f384f5f/;Non précisé;Non;Non;Non;Non
240;tayara.tn;Appartement s+3 haut standing à vendre à Nkhilette;appartement;Vente;388500.0;388500 DT;Tunis;Tunis;Non précisé;tunis, tunis;Non précisé;Non précisé;3.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4664fdb3da6e91fdc255b2/;Non précisé;Non;Non;Non;Non
242;tayara.tn;Appartement s+1 haut standing à vendre à Nkhilette;appartement;Vente;173400.0;173400 DT;Ariana;Cite Ennkhilet;Non précisé;Ariana, Cite Ennkhilet;Non précisé;Non précisé;1.0.0;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4664d6c59ab3cb25a4b7e1/;Non précisé;Non;Non;Non;Non
243;tayara.tn;Particulier L S1 meublé Ennasr2 pour étranger;appartement;Vente;1200.0;1200 DT;Ariana;Ennasr;Non précisé;Ariana, Ennasr;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Oui;Non;Non;Non précisé;Non précisé;Non précisé;Non precise;+216 55690000;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/6a4cfc934956ba003a3b5731/;Non précisé;Non;Non;Non;Non
244;tayara.tn;Maison avec piscine en cours de construction à kelibia;villa;Vente;400000.0;400000 DT;Nabeul;Kélibia;Non précisé;Nabeul, Kélibia;Non précisé;Non précisé;Non précisé;Non précisé;Non précisé;Non;Non;Non;Non précisé;Non précisé;Non précisé;Titre foncier;Non précisé;Non précisé;07/07/2026 19:29;https://www.tayara.tn/item/66cdfd40e2f0c13af82c7ccc/;Non précisé;Oui;Non;Non;Non
