property_type,bedrooms,bathrooms,surface_m2,price,city,neighborhood,log_price
Apartment,3.0,1.0,98.0,175000.0,Sousse,Akouda,5.243038048686294
Apartment,3.0,2.0,130.0,180000.0,Sousse,Sahloul,5.2552725051033065
Apartment,2.0,1.0,67.0,155000.0,Sousse,Sousse,5.190331698170292
Apartment,2.0,1.0,80.0,120000.0,Sousse,Sousse Sidi Abdelhamid,5.079181246047625
Apartment,2.0,1.0,110.0,160000.0,Sousse,Hammam Sousse,5.204119982655925
Villa,3.0,2.0,362.0,540000.0,Sousse,Hammam Sousse,5.732393759822968
Villa,4.0,2.0,165.0,340000.0,Sousse,Akouda,5.531478917042255
Apartment,2.0,1.0,100.0,55000.0,Sousse,Kalaâ Sghira,4.740362689494244
Villa,3.0,2.0,150.0,150000.0,Sousse,Kalaâ Kebira,5.176091259055681
Apartment,4.0,1.0,130.0,220000.0,Sousse,Autres villes,5.342422680822207
Apartment,2.0,2.0,144.0,230000.0,Sousse,Hergla,5.361727836017593
Apartment,1.0,1.0,131.0,137000.0,Sousse,Sousse Jawhara,5.136720567156407
Villa,3.0,1.0,400.0,580000.0,Sousse,Sahloul,5.763427993562937
Apartment,2.0,2.0,140.0,280000.0,Sousse,Sousse Médina,5.447158031342219
Apartment,2.0,1.0,103.0,201000.0,Sousse,Sousse Riadh,5.303196057420489
Apartment,3.0,2.0,113.0,240000.0,Sousse,Autres villes,5.380211241711606
Apartment,2.0,1.0,100.0,240000.0,Sousse,Sahloul,5.380211241711606
Apartment,2.0,1.0,102.0,170000.0,Sousse,Hammam Sousse,5.230448921378274
Apartment,2.0,1.0,116.0,250000.0,Sousse,Sahloul,5.3979400086720375
Villa,3.0,1.0,557.0,710000.0,Sousse,Sousse,5.851258348719076
Villa,4.0,1.0,207.0,420000.0,Sousse,Hergla,5.623249290397901
Apartment,1.0,1.0,110.0,330000.0,Sousse,Kantaoui,5.518513939877887
Apartment,2.0,2.0,136.0,272000.0,Sousse,Sahloul,5.434568904034199
Apartment,2.0,1.0,100.0,230000.0,Sousse,Akouda,5.361727836017593
Apartment,2.0,1.0,107.0,239000.0,Sousse,Sahloul,5.378397900948138
Villa,3.0,2.0,210.0,350000.0,Sousse,Hammam Sousse,5.544068044350276
Villa,3.0,1.0,211.0,260000.0,Sousse,Sousse,5.414973347970818
Apartment,2.0,1.0,133.0,247000.0,Sousse,Autres villes,5.392696953259666
Apartment,2.0,1.0,85.0,70000.0,Sousse,Sousse Riadh,4.845098040014257
Apartment,3.0,3.0,148.0,340000.0,Sousse,Sousse Jawhara,5.531478917042255
Apartment,2.0,1.0,111.0,388500.0,Sousse,Sousse,5.589391023136933
Apartment,2.0,1.0,101.0,220000.0,Sousse,Akouda,5.342422680822207
Villa,4.0,2.0,341.0,520000.0,Sousse,Sousse Jawhara,5.7160033436348
Apartment,2.0,1.0,75.0,105000.0,Sousse,Sousse Riadh,5.021189299069938
Apartment,2.0,1.0,104.0,212000.0,Sousse,Sousse Riadh,5.326335860928752
Apartment,2.0,1.0,133.0,247000.0,Sousse,Sahloul,5.392696953259666
Villa,2.0,1.0,150.0,200000.0,Sousse,Sahloul,5.301029995663981
Villa,4.0,1.0,1700.0,4500000.0,Sousse,Sousse,6.653212513775344
Apartment,3.0,1.0,137.0,260000.0,Sousse,Sahloul,5.414973347970818
Villa,2.0,2.0,90.0,150000.0,Sousse,Sousse,5.176091259055681
Villa,3.0,2.0,90.0,165000.0,Sousse,Hammam Sousse,5.217483944213907
Apartment,4.0,2.0,350.0,300000.0,Sousse,Hammam Sousse,5.477121254719663
Apartment,3.0,2.0,137.0,285000.0,Sousse,Sousse Jawhara,5.45484486000851
Apartment,3.0,2.0,150.0,340000.0,Sousse,Sousse,5.531478917042255
Villa,4.0,1.0,250.0,525000.0,Sousse,Autres villes,5.720159303405957
Apartment,2.0,1.0,90.0,300000.0,Sousse,Autres villes,5.477121254719663
Apartment,3.0,1.0,150.0,120000.0,Sousse,Autres villes,5.079181246047625
Apartment,2.0,2.0,120.0,230000.0,Sousse,Sidi Bou Ali,5.361727836017593
Apartment,3.0,1.0,100.0,126000.0,Sousse,Sousse Jawhara,5.1003705451175625
Apartment,4.0,3.0,200.0,420000.0,Sousse,Sousse Jawhara,5.623249290397901
Villa,4.0,2.0,260.0,240000.0,Sousse,Sousse Riadh,5.380211241711606
Apartment,3.0,1.0,240.0,480000.0,Sousse,Sousse,5.681241237375588
Apartment,2.0,1.0,92.0,231000.0,Sousse,Hergla,5.363611979892144
Apartment,2.0,1.0,125.0,300000.0,Sousse,Sahloul,5.477121254719663
Apartment,2.0,1.0,95.0,190000.0,Sousse,Hammam Sousse,5.278753600952829
Apartment,3.0,2.0,115.0,350000.0,Sousse,Hammam Sousse,5.544068044350276
Apartment,1.0,1.0,35.0,92000.0,Sousse,Akouda,4.963787827345556
Villa,2.0,1.0,109.0,130000.0,Sousse,Kalaâ Sghira,5.113943352306837
Apartment,1.0,1.0,50.0,190000.0,Sousse,Kantaoui,5.278753600952829
Apartment,2.0,1.0,105.0,201000.0,Sousse,Sousse,5.303196057420489
Apartment,3.0,3.0,137.0,339000.0,Sousse,Sahloul,5.5301996982030825
Apartment,2.0,1.0,87.0,236000.0,Sousse,Akouda,5.372912002970106
Villa,3.0,2.0,130.0,500000.0,Sousse,Akouda,5.698970004336019
Apartment,3.0,2.0,166.0,332000.0,Sousse,Sahloul,5.521138083704036
Apartment,1.0,1.0,30.0,100000.0,Sousse,Kantaoui,5.0
Apartment,3.0,1.0,100.0,360000.0,Sousse,Autres villes,5.556302500767287
Villa,3.0,2.0,220.0,350000.0,Sousse,Sahloul,5.544068044350276
Villa,1.0,1.0,532.0,170000.0,Sousse,Kalaâ Sghira,5.230448921378274
Apartment,2.0,1.0,90.0,95000.0,Sousse,Sahloul,4.977723605288848
Apartment,2.0,1.0,125.0,320000.0,Sousse,Sousse,5.505149978319906
Apartment,3.0,2.0,220.0,480000.0,Sousse,Hergla,5.681241237375588
Apartment,1.0,1.0,77.0,165000.0,Sousse,Sousse Jawhara,5.217483944213907
Villa,9.0,6.0,341.0,550000.0,Sousse,Sousse,5.740362689494244
Apartment,3.0,2.0,146.0,340000.0,Sousse,Sousse Jawhara,5.531478917042255
Villa,4.0,2.0,354.0,520000.0,Sousse,Hammam Sousse,5.7160033436348
Apartment,2.0,1.0,116.0,250000.0,Sousse,Sahloul,5.3979400086720375
Apartment,2.0,2.0,116.0,420000.0,Sousse,Akouda,5.623249290397901
Apartment,4.0,1.0,128.0,265000.0,Sousse,Sahloul,5.423245873936808
Apartment,3.0,2.0,156.0,290000.0,Sousse,Sahloul,5.4623979978989565
Apartment,2.0,1.0,99.0,128000.0,Sousse,Sousse Riadh,5.107209969647869
Villa,2.0,1.0,110.0,280000.0,Sousse,Kalaâ Kebira,5.447158031342219
Villa,3.0,2.0,180.0,250000.0,Sousse,Kalaâ Kebira,5.3979400086720375
Villa,1.0,1.0,94.0,35000.0,Sousse,Kalaâ Kebira,4.544068044350276
Villa,3.0,3.0,318.0,500000.0,Sousse,Hergla,5.698970004336019
Villa,4.0,2.0,240.0,270000.0,Sousse,Hammam Sousse,5.431363764158987
Apartment,1.0,1.0,38.0,145000.0,Sousse,Kantaoui,5.161368002234975
Villa,3.0,1.0,226.0,380000.0,Sousse,Sousse Jawhara,5.57978359661681
Apartment,3.0,3.0,170.0,445000.0,Sousse,Hammam Sousse,5.648360010980932
Apartment,3.0,2.0,192.0,400000.0,Sousse,Sahloul,5.6020599913279625
Villa,5.0,4.0,200.0,350000.0,Sousse,Sousse,5.544068044350276
Villa,2.0,1.0,100.0,80000.0,Sousse,Hammam Sousse,4.903089986991944
Apartment,2.0,2.0,136.0,185000.0,Sousse,Sahloul,5.267171728403014
Apartment,2.0,1.0,81.0,85000.0,Sousse,Sousse Riadh,4.929418925714293
Apartment,2.0,1.0,79.0,225000.0,Sousse,Sousse,5.352182518111363
Apartment,2.0,1.0,90.0,185000.0,Sousse,Akouda,5.267171728403014
Apartment,2.0,2.0,93.0,208000.0,Sousse,Sousse Jawhara,5.318063334962762
Apartment,4.0,1.0,100.0,185000.0,Sousse,Sousse Jawhara,5.267171728403014
Villa,3.0,1.0,296.0,320000.0,Sousse,Sousse Sidi Abdelhamid,5.505149978319906
Villa,3.0,1.0,532.0,950000.0,Sousse,Sousse Jawhara,5.977723605288848
Villa,3.0,1.0,400.0,600000.0,Sousse,Sahloul,5.778151250383644
Villa,3.0,1.0,400.0,800000.0,Sousse,Sahloul,5.903089986991944
Villa,3.0,1.0,470.0,320000.0,Sousse,Kalaâ Kebira,5.505149978319906
Villa,3.0,1.0,800.0,850000.0,Sousse,Sousse,5.929418925714293
Apartment,2.0,1.0,70.0,195000.0,Sousse,Kantaoui,5.290034611362518
Apartment,2.0,2.0,127.0,267000.0,Sousse,Sahloul,5.426511261364575
Apartment,3.0,2.0,172.0,378000.0,Sousse,Sahloul,5.577491799837225
Villa,2.0,1.0,200.0,380000.0,Sousse,Kalaâ Kebira,5.57978359661681
Apartment,2.0,1.0,85.0,75000.0,Sousse,Sousse Riadh,4.8750612633917
Villa,3.0,1.0,557.0,710000.0,Sousse,Sousse,5.851258348719076
Apartment,3.0,1.0,150.0,175000.0,Sousse,Sousse Jawhara,5.243038048686294
Villa,4.0,1.0,230.0,310000.0,Sousse,Sousse Jawhara,5.491361693834273
Apartment,3.0,2.0,150.0,350000.0,Sousse,Sousse Médina,5.544068044350276
Apartment,2.0,2.0,114.0,208000.0,Sousse,Sousse Jawhara,5.318063334962762
Apartment,3.0,2.0,145.0,122000.0,Sousse,Sousse Médina,5.086359830674748
Apartment,2.0,1.0,123.0,200000.0,Sousse,Kantaoui,5.301029995663981
Apartment,2.0,1.0,89.0,280000.0,Sousse,Akouda,5.447158031342219
Apartment,2.0,1.0,77.0,108000.0,Sousse,Sousse Riadh,5.033423755486949
Apartment,2.0,2.0,150.0,267000.0,Sousse,Sahloul,5.426511261364575
Apartment,2.0,1.0,85.0,90000.0,Sousse,Sousse Riadh,4.954242509439325
Villa,9.0,5.0,231.0,800000.0,Sousse,Akouda,5.903089986991944
Apartment,3.0,1.0,110.0,205000.0,Sousse,Hammam Sousse,5.311753861055754
Apartment,2.0,1.0,110.0,254000.0,Sousse,Sahloul,5.4048337166199385
Apartment,3.0,1.0,147.0,324000.0,Sousse,Sahloul,5.510545010206612
Apartment,3.0,2.0,157.0,380000.0,Sousse,Hammam Sousse,5.57978359661681
Apartment,2.0,1.0,115.0,222000.0,Sousse,Sousse,5.346352974450639
Apartment,3.0,3.0,155.0,392000.0,Sousse,Sahloul,5.593286067020458
Apartment,2.0,1.0,110.0,200000.0,Sousse,Akouda,5.301029995663981
Apartment,2.0,1.0,71.0,170000.0,Sousse,Hammam Sousse,5.230448921378274
Villa,4.0,2.0,130.0,165000.0,Sousse,Sousse Riadh,5.217483944213907
Apartment,2.0,1.0,141.0,275000.0,Sousse,Sahloul,5.439332693830263
Villa,2.0,1.0,109.0,130000.0,Sousse,Kalaâ Sghira,5.113943352306837
Apartment,2.0,1.0,100.0,140000.0,Sousse,Sousse,5.146128035678238
Apartment,1.0,1.0,91.0,255000.0,Sousse,Autres villes,5.406540180433956
Apartment,2.0,1.0,80.0,88000.0,Sousse,Hammam Sousse,4.944482672150168
Apartment,1.0,1.0,66.0,240000.0,Sousse,Kantaoui,5.380211241711606
Villa,2.0,2.0,350.0,380000.0,Sousse,Kalaâ Sghira,5.57978359661681
Villa,2.0,1.0,100.0,88000.0,Sousse,Hammam Sousse,4.944482672150168
Apartment,4.0,1.0,105.0,115000.0,Sousse,Sousse Médina,5.060697840353612
Apartment,1.0,1.0,71.0,145000.0,Sousse,Autres villes,5.161368002234975
Apartment,3.0,1.0,200.0,150000.0,Sousse,Autres villes,5.176091259055681
Apartment,3.0,1.0,82.0,80000.0,Sousse,Sousse Riadh,4.903089986991944
Villa,3.0,2.0,150.0,220000.0,Sousse,Sousse Médina,5.342422680822207
Apartment,4.0,1.0,110.0,110000.0,Sousse,Autres villes,5.041392685158225
Apartment,1.0,1.0,65.0,185000.0,Sousse,Sousse Jawhara,5.267171728403014
Villa,4.0,2.0,200.0,175000.0,Sousse,M'saken,5.243038048686294
Apartment,3.0,1.0,122.0,158000.0,Sousse,Sousse Riadh,5.198657086954422
Villa,6.0,2.0,600.0,800000.0,Sousse,Sahloul,5.903089986991944
Apartment,2.0,2.0,100.0,145000.0,Sousse,Sahloul,5.161368002234975
Apartment,2.0,1.0,105.0,219000.0,Sousse,Hergla,5.340444114840119
Villa,7.0,3.0,480.0,550000.0,Sousse,Hammam Sousse,5.740362689494244
Apartment,2.0,1.0,102.0,170000.0,Sousse,Hammam Sousse,5.230448921378274
Apartment,2.0,1.0,95.0,225000.0,Sousse,Hammam Sousse,5.352182518111363
Apartment,1.0,1.0,45.0,135000.0,Sousse,Akouda,5.130333768495007
Apartment,1.0,1.0,56.0,215000.0,Sousse,Akouda,5.332438459915605
Apartment,3.0,1.0,129.0,175000.0,Sousse,Sousse Jawhara,5.243038048686294
Villa,4.0,2.0,154.0,235000.0,Sousse,Sousse Riadh,5.371067862271736
Villa,3.0,1.0,156.0,235000.0,Sousse,Sahloul,5.371067862271736
Villa,3.0,1.0,292.0,300000.0,Sousse,Hammam Sousse,5.477121254719663
Apartment,4.0,2.0,250.0,420000.0,Sousse,Sahloul,5.623249290397901
Villa,5.0,3.0,440.0,1150000.0,Sousse,Sousse Jawhara,6.060697840353612
Villa,6.0,2.0,608.0,1000000.0,Sousse,Hammam Sousse,6.0
Villa,3.0,1.0,200.0,225000.0,Sousse,Zaouit-Ksibat Thrayett,5.352182518111363
Villa,2.0,1.0,120.0,75000.0,Sousse,Sidi Bou Ali,4.8750612633917
Villa,6.0,2.0,460.0,800000.0,Sousse,Sousse Jawhara,5.903089986991944
Apartment,2.0,1.0,108.0,362000.0,Sousse,Kantaoui,5.558708570533166
Apartment,1.0,1.0,77.0,165000.0,Sousse,Sousse,5.217483944213907
Villa,4.0,2.0,400.0,850000.0,Sousse,Autres villes,5.929418925714293
Villa,5.0,1.0,150.0,130000.0,Sousse,Sousse Riadh,5.113943352306837
Apartment,2.0,2.0,100.0,240000.0,Sousse,Sahloul,5.380211241711606
Apartment,2.0,1.0,126.0,250000.0,Sousse,Sahloul,5.3979400086720375
Apartment,1.0,1.0,73.0,175000.0,Sousse,Sousse Jawhara,5.243038048686294
Apartment,3.0,2.0,123.0,320000.0,Sousse,Sahloul,5.505149978319906
Apartment,3.0,2.0,143.0,317000.0,Sousse,Sahloul,5.501059262217751
Villa,3.0,2.0,354.0,520000.0,Sousse,Hammam Sousse,5.7160033436348
Apartment,2.0,1.0,100.0,75000.0,Sousse,Sousse,4.8750612633917
Apartment,3.0,2.0,97.0,250000.0,Sousse,Autres villes,5.3979400086720375
Villa,3.0,1.0,810.0,3000000.0,Sousse,Hammam Sousse,6.477121254719663
Villa,3.0,1.0,400.0,800000.0,Sousse,Sahloul,5.903089986991944
Apartment,3.0,1.0,450.0,950000.0,Sousse,Sousse,5.977723605288848
Apartment,2.0,1.0,120.0,220000.0,Sousse,Hammam Sousse,5.342422680822207
Apartment,1.0,1.0,80.0,125000.0,Sousse,Hammam Sousse,5.096910013008056
Apartment,2.0,1.0,125.0,290000.0,Sousse,Sousse Jawhara,5.4623979978989565
Apartment,1.0,1.0,91.0,270000.0,Sousse,Akouda,5.431363764158987
Villa,4.0,2.0,122.0,250000.0,Sousse,Sousse Riadh,5.3979400086720375
Apartment,3.0,1.0,120.0,430000.0,Sousse,Kantaoui,5.633468455579586
Apartment,2.0,1.0,91.0,145000.0,Sousse,Sousse,5.161368002234975
Villa,3.0,2.0,320.0,250000.0,Sousse,Sousse Jawhara,5.3979400086720375
Apartment,2.0,1.0,105.0,168000.0,Sousse,Sousse Jawhara,5.225309281725863
Villa,4.0,2.0,400.0,600000.0,Sousse,Sahloul,5.778151250383644
Villa,8.0,2.0,400.0,350000.0,Sousse,Enfidha,5.544068044350276
Apartment,4.0,1.0,160.0,160000.0,Sousse,Zaouit-Ksibat Thrayett,5.204119982655925
Villa,3.0,1.0,300.0,1200000.0,Sousse,Sahloul,6.079181246047625
Apartment,3.0,1.0,100.0,220000.0,Sousse,Hammam Sousse,5.342422680822207
Apartment,2.0,1.0,110.0,255270.0,Sousse,Sahloul,5.406999778376446
Villa,2.0,1.0,1700.0,4500000.0,Sousse,Akouda,6.653212513775344
Apartment,3.0,1.0,127.0,290000.0,Sousse,Kantaoui,5.4623979978989565
Apartment,2.0,1.0,80.0,155000.0,Sousse,Hammam Sousse,5.190331698170292
Apartment,2.0,1.0,90.0,175000.0,Sousse,Hammam Sousse,5.243038048686294
Villa,3.0,1.0,127.0,180000.0,Sousse,Sousse Riadh,5.2552725051033065
Villa,3.0,2.0,220.0,400000.0,Sousse,Sousse Médina,5.6020599913279625
Apartment,3.0,2.0,115.0,1670000.0,Sousse,Autres villes,6.222716471147583
Apartment,4.0,2.0,200.0,460000.0,Sousse,Sousse Jawhara,5.662757831681574
Apartment,2.0,1.0,110.0,140000.0,Sousse,Sousse Jawhara,5.146128035678238
Apartment,1.0,1.0,65.0,155000.0,Sousse,Sahloul,5.190331698170292
Apartment,1.0,1.0,52.0,135000.0,Sousse,Sousse,5.130333768495007
Villa,2.0,1.0,115.0,400000.0,Sousse,Sousse Riadh,5.6020599913279625
Villa,6.0,2.0,360.0,180000.0,Sousse,Autres villes,5.2552725051033065
Villa,9.0,3.0,450.0,660000.0,Sousse,Sousse Riadh,5.819543935541868
Apartment,3.0,1.0,130.0,220000.0,Sousse,Akouda,5.342422680822207
Villa,4.0,2.0,400.0,1900000.0,Sousse,Kantaoui,6.278753600952829
Apartment,2.0,1.0,111.0,210000.0,Sousse,Sahloul,5.32221929473392
Apartment,2.0,1.0,117.0,240000.0,Sousse,Sahloul,5.380211241711606
Apartment,2.0,1.0,77.0,95500.0,Sousse,Sousse Riadh,4.980003371583746
Apartment,1.0,1.0,59.0,120000.0,Sousse,Hergla,5.079181246047625
Villa,3.0,1.0,130.0,65000.0,Sousse,Kalaâ Kebira,4.812913356642856
Apartment,2.0,2.0,120.0,250000.0,Sousse,Sousse,5.3979400086720375
Apartment,3.0,3.0,166.0,360000.0,Sousse,Sahloul,5.556302500767287
Villa,5.0,3.0,415.0,750000.0,Sousse,Kantaoui,5.8750612633917
Apartment,2.0,1.0,134.0,215000.0,Sousse,Hammam Sousse,5.332438459915605
Villa,4.0,1.0,519.0,920000.0,Sousse,Sousse,5.963787827345556
Villa,3.0,1.0,215.0,255000.0,Sousse,Autres villes,5.406540180433956
Villa,8.0,5.0,236.0,450000.0,Sousse,Hammam Sousse,5.653212513775344
Villa,2.0,1.0,276.0,340000.0,Sousse,Hammam Sousse,5.531478917042255
Apartment,3.0,2.0,145.0,350000.0,Sousse,Akouda,5.544068044350276
Apartment,2.0,1.0,128.0,205000.0,Sousse,Hergla,5.311753861055754
Apartment,2.0,1.0,140.0,250000.0,Sousse,Hammam Sousse,5.3979400086720375
Apartment,3.0,2.0,128.0,250000.0,Sousse,Sahloul,5.3979400086720375
Villa,4.0,1.0,200.0,590000.0,Sousse,Akouda,5.770852011642144
Apartment,2.0,2.0,111.0,222000.0,Sousse,Sousse Jawhara,5.346352974450639
Villa,7.0,3.0,280.0,840000.0,Sousse,Sahloul,5.924279286061882
Villa,2.0,1.0,600.0,10000000.0,Sousse,Sousse,7.0
Villa,3.0,1.0,400.0,800000.0,Sousse,Sousse Jawhara,5.903089986991944
Apartment,2.0,1.0,80.0,85000.0,Sousse,Sousse,4.929418925714293
Apartment,2.0,1.0,105.0,200000.0,Sousse,Sousse,5.301029995663981
Apartment,3.0,2.0,136.0,330000.0,Sousse,Akouda,5.518513939877887
Apartment,3.0,1.0,136.0,339000.0,Sousse,Sousse Jawhara,5.5301996982030825
Apartment,2.0,1.0,85.0,65000.0,Sousse,Sousse Riadh,4.812913356642856
Villa,3.0,1.0,115.0,128000.0,Sousse,Sousse Riadh,5.107209969647869
Villa,2.0,1.0,135.0,175000.0,Sousse,Akouda,5.243038048686294
Apartment,1.0,1.0,54.0,140000.0,Sousse,Hammam Sousse,5.146128035678238
Apartment,4.0,1.0,141.0,215000.0,Sousse,Sousse Riadh,5.332438459915605
Villa,7.0,5.0,678.0,1118700.0,Sousse,Sousse,6.04871363808097
Apartment,3.0,1.0,86.0,76000.0,Sousse,Sousse Riadh,4.880813592280791
Apartment,3.0,2.0,147.0,325000.0,Sousse,Sahloul,5.511883360978874
Villa,7.0,2.0,110.0,156000.0,Sousse,Sousse Sidi Abdelhamid,5.193124598354461
Villa,10.0,5.0,435.0,1400000.0,Sousse,Sahloul,6.146128035678238
Villa,3.0,1.0,285.0,320000.0,Sousse,Autres villes,5.505149978319906
Villa,3.0,1.0,400.0,850000.0,Sousse,Akouda,5.929418925714293
Villa,4.0,1.0,250.0,250000.0,Sousse,Autres villes,5.3979400086720375
Villa,3.0,1.0,300.0,350000.0,Sousse,Sousse,5.544068044350276
Apartment,2.0,1.0,110.0,195000.0,Sousse,Hammam Sousse,5.290034611362518
Villa,5.0,3.0,600.0,900000.0,Sousse,Sahloul,5.954242509439325
Villa,3.0,1.0,397.0,420000.0,Sousse,Sousse,5.623249290397901
Apartment,2.0,1.0,90.0,150000.0,Sousse,Akouda,5.176091259055681
Apartment,3.0,2.0,200.0,460000.0,Sousse,Sousse Jawhara,5.662757831681574
Apartment,2.0,1.0,130.0,300000.0,Sousse,Sousse Jawhara,5.477121254719663
Apartment,1.0,1.0,65.0,185000.0,Sousse,Sousse Jawhara,5.267171728403014
Apartment,2.0,1.0,85.0,145000.0,Sousse,Hammam Sousse,5.161368002234975
Villa,2.0,2.0,590.0,250000.0,Sousse,Hergla,5.3979400086720375
Apartment,2.0,1.0,105.0,200000.0,Sousse,Sousse,5.301029995663981
Apartment,3.0,2.0,145.0,390000.0,Sousse,Sousse,5.5910646070265
Apartment,1.0,1.0,77.0,165000.0,Sousse,Sousse,5.217483944213907
Villa,6.0,3.0,1400.0,4000000.0,Sousse,Kantaoui,6.6020599913279625
Apartment,1.0,1.0,65.0,145000.0,Sousse,Hammam Sousse,5.161368002234975
Villa,4.0,1.0,460.0,800000.0,Sousse,Sousse Jawhara,5.903089986991944
Apartment,1.0,1.0,39.0,90000.0,Sousse,Sousse,4.954242509439325
Villa,2.0,1.0,530.0,750000.0,Sousse,Sousse Jawhara,5.8750612633917
Apartment,2.0,1.0,93.0,155000.0,Sousse,Hergla,5.190331698170292
Apartment,2.0,1.0,95.0,275000.0,Sousse,Sousse Jawhara,5.439332693830263
Apartment,1.0,1.0,63.0,120000.0,Sousse,Hergla,5.079181246047625
Apartment,1.0,1.0,54.0,140000.0,Sousse,Sousse Jawhara,5.146128035678238
Villa,3.0,2.0,230.0,150000.0,Sousse,Sousse,5.176091259055681
Apartment,2.0,1.0,67.0,220000.0,Sousse,Autres villes,5.342422680822207
Apartment,2.0,2.0,63.0,250000.0,Sousse,Kantaoui,5.3979400086720375
Apartment,1.0,1.0,60.0,90000.0,Sousse,Sousse,4.954242509439325
Apartment,2.0,1.0,135.0,280000.0,Sousse,Sahloul,5.447158031342219
Apartment,3.0,1.0,168.0,380000.0,Sousse,Sousse Jawhara,5.57978359661681
Apartment,2.0,1.0,150.0,267000.0,Sousse,Sahloul,5.426511261364575
Apartment,2.0,1.0,95.0,225000.0,Sousse,Akouda,5.352182518111363
Apartment,1.0,1.0,95.0,200000.0,Sousse,Sahloul,5.301029995663981
Apartment,2.0,1.0,110.0,254000.0,Sousse,Sahloul,5.4048337166199385
Apartment,2.0,1.0,110.0,246000.0,Sousse,Sahloul,5.390935107103379
Apartment,3.0,1.0,130.0,285000.0,Sousse,Sousse Jawhara,5.45484486000851
Apartment,3.0,2.0,123.0,320000.0,Sousse,Sahloul,5.505149978319906
Apartment,3.0,1.0,100.0,95000.0,Sousse,Autres villes,4.977723605288848
Apartment,2.0,1.0,90.0,127000.0,Sousse,Sahloul,5.103803720955957
Villa,3.0,1.0,362.0,130000.0,Sousse,Kalaâ Sghira,5.113943352306837
Apartment,2.0,1.0,87.0,99000.0,Sousse,Sousse Sidi Abdelhamid,4.99563519459755
Villa,5.0,2.0,1020.0,1580000.0,Sousse,Kantaoui,6.198657086954422
Apartment,1.0,1.0,52.0,136000.0,Sousse,Akouda,5.133538908370218
Apartment,2.0,1.0,70.0,155000.0,Sousse,Akouda,5.190331698170292
Apartment,2.0,1.0,105.0,200000.0,Sousse,Sousse,5.301029995663981
Apartment,2.0,1.0,75.0,220000.0,Sousse,Akouda,5.342422680822207
Villa,4.0,3.0,430.0,650000.0,Sousse,Akouda,5.812913356642856
Villa,3.0,2.0,320.0,470000.0,Sousse,Akouda,5.672097857935717
Apartment,2.0,1.0,120.0,320000.0,Sousse,Sousse Jawhara,5.505149978319906
Villa,5.0,2.0,500.0,1207000.0,Sousse,Sousse,6.08170727009735
Apartment,3.0,1.0,90.0,160000.0,Sousse,Sousse Médina,5.204119982655925
Apartment,2.0,1.0,100.0,110000.0,Sousse,Hammam Sousse,5.041392685158225
Apartment,2.0,2.0,120.0,135000.0,Sousse,Sousse,5.130333768495007
Villa,3.0,2.0,400.0,580000.0,Sousse,Akouda,5.763427993562937
Apartment,2.0,1.0,100.0,320000.0,Sousse,Sousse Jawhara,5.505149978319906
Apartment,3.0,2.0,122.0,158000.0,Sousse,Sousse Riadh,5.198657086954422
Apartment,2.0,1.0,70.0,75000.0,Sousse,Kalaâ Sghira,4.8750612633917
Apartment,3.0,1.0,240.0,480000.0,Sousse,Sousse,5.681241237375588
Apartment,2.0,1.0,125.0,300000.0,Sousse,Sahloul,5.477121254719663
Apartment,2.0,1.0,140.0,250000.0,Sousse,Hammam Sousse,5.3979400086720375
Apartment,2.0,1.0,120.0,190000.0,Sousse,Hammam Sousse,5.278753600952829
Apartment,2.0,1.0,100.0,185000.0,Sousse,Sahloul,5.267171728403014
Apartment,2.0,1.0,97.0,420000.0,Sousse,Akouda,5.623249290397901
Apartment,2.0,1.0,109.0,180000.0,Sousse,Hergla,5.2552725051033065
Villa,6.0,2.0,260.0,350000.0,Sousse,Sousse,5.544068044350276
Villa,4.0,1.0,260.0,350000.0,Sousse,Sahloul,5.544068044350276
Apartment,3.0,1.0,95.0,160000.0,Sousse,Sousse Jawhara,5.204119982655925
Apartment,2.0,1.0,106.0,226000.0,Sousse,Hergla,5.354108439147401
Apartment,2.0,2.0,134.0,260000.0,Sousse,Sahloul,5.414973347970818
Villa,3.0,1.0,280.0,350000.0,Sousse,M'saken,5.544068044350276
Apartment,2.0,1.0,110.0,230000.0,Sousse,Hammam Sousse,5.361727836017593
Apartment,3.0,1.0,200.0,670000.0,Sousse,Sahloul,5.826074802700826
Apartment,2.0,1.0,100.0,285000.0,Sousse,Kantaoui,5.45484486000851
Apartment,2.0,1.0,87.0,135000.0,Sousse,Sahloul,5.130333768495007
Apartment,4.0,2.0,100.0,110000.0,Sousse,Sousse Sidi Abdelhamid,5.041392685158225
Villa,7.0,3.0,97.0,285000.0,Sousse,Sousse Riadh,5.45484486000851
Apartment,1.0,1.0,85.0,85000.0,Sousse,Sousse Sidi Abdelhamid,4.929418925714293
Villa,6.0,2.0,250.0,255000.0,Sousse,Sousse,5.406540180433956
Apartment,1.0,1.0,77.0,165000.0,Sousse,Sousse,5.217483944213907
Apartment,1.0,1.0,75.0,190000.0,Sousse,Sousse Jawhara,5.278753600952829
Apartment,3.0,1.0,140.0,320000.0,Sousse,Hammam Sousse,5.505149978319906
Apartment,2.0,1.0,136.0,244000.0,Sousse,Hergla,5.38738982633873
Apartment,2.0,1.0,126.0,250000.0,Sousse,Sahloul,5.3979400086720375
