property_type,bedrooms,bathrooms,surface_m2,price,city,neighborhood,log_price
Apartment,1.0,1.0,40.0,124000.0,Ariana,Ennasr,5.093421685162235
Apartment,2.0,1.0,126.0,250000.0,Ariana,Ennasr,5.3979400086720375
Villa,3.0,1.0,98.0,75000.0,Ariana,Raoued,4.8750612633917
Apartment,2.0,1.0,111.0,220000.0,Ariana,Ennasr,5.342422680822207
Apartment,1.0,1.0,50.0,150000.0,Ariana,Ennasr,5.176091259055681
Villa,3.0,1.0,305.0,200000.0,Ariana,Raoued,5.301029995663981
Apartment,2.0,2.0,112.0,235000.0,Ariana,La Soukra,5.371067862271736
Villa,3.0,1.0,170.0,115000.0,Ariana,Raoued,5.060697840353612
Apartment,3.0,2.0,146.0,320000.0,Ariana,Borj Louzir,5.505149978319906
Apartment,2.0,1.0,91.0,185000.0,Ariana,Ariana,5.267171728403014
Apartment,3.0,1.0,122.0,265000.0,Ariana,Autres villes,5.423245873936808
Apartment,2.0,1.0,126.0,250000.0,Ariana,Ennasr,5.3979400086720375
Apartment,3.0,1.0,120.0,120000.0,Ariana,Borj Louzir,5.079181246047625
Apartment,1.0,1.0,60.0,100000.0,Ariana,La Soukra,5.0
Apartment,3.0,2.0,156.0,350000.0,Ariana,La Soukra,5.544068044350276
Apartment,2.0,1.0,129.0,245000.0,Ariana,Ennasr,5.389166084364533
Apartment,2.0,1.0,130.0,280000.0,Ariana,Jardins D'el Menzah,5.447158031342219
Apartment,3.0,2.0,120.0,330000.0,Ariana,Ennasr,5.518513939877887
Villa,3.0,1.0,500.0,500000.0,Ariana,Raoued,5.698970004336019
Villa,4.0,2.0,650.0,1150000.0,Ariana,La Soukra,6.060697840353612
Villa,4.0,2.0,658.0,1200000.0,Ariana,Ennasr,6.079181246047625
Villa,4.0,2.0,432.0,750000.0,Ariana,Ghazela,5.8750612633917
Apartment,2.0,1.0,51.0,110000.0,Béja,Béja,5.041392685158225
Villa,7.0,3.0,127.0,220000.0,Béja,Béja Nord,5.342422680822207
Apartment,3.0,1.0,80.0,125000.0,Béja,Autres villes,5.096910013008056
Villa,3.0,1.0,200.0,80000.0,Béja,Testour,4.903089986991944
Villa,3.0,2.0,401.0,800000.0,Béja,Amdoun,5.903089986991944
Villa,5.0,2.0,122.0,160000.0,Béja,Autres villes,5.204119982655925
Villa,4.0,1.0,80.0,50000.0,Béja,Testour,4.698970004336019
Villa,7.0,3.0,480.0,500000.0,Béja,Autres villes,5.698970004336019
Villa,4.0,1.0,398.0,260000.0,Béja,Autres villes,5.414973347970818
Villa,10.0,2.0,520.0,150000.0,Béja,Autres villes,5.176091259055681
Villa,6.0,1.0,102.0,170000.0,Béja,Medjez el-Bab,5.230448921378274
Apartment,3.0,1.0,127.0,1900000.0,Ben arous,Medina Jedida,6.278753600952829
Apartment,4.0,1.0,117.0,121000.0,Ben arous,Fouchana,5.08278537031645
Apartment,2.0,1.0,55.0,95000.0,Ben arous,Mornag,4.977723605288848
Apartment,2.0,1.0,109.0,200000.0,Ben arous,Medina Jedida,5.301029995663981
Villa,2.0,1.0,100.0,130000.0,Ben arous,Mohamedia,5.113943352306837
Villa,3.0,1.0,100.0,110000.0,Ben arous,Mornag,5.041392685158225
Villa,7.0,4.0,380.0,775000.0,Ben arous,Autres villes,5.889301702506311
Villa,6.0,3.0,110.0,250000.0,Ben arous,Boumhel,5.3979400086720375
Villa,6.0,2.0,200.0,380000.0,Ben arous,Radès,5.57978359661681
Villa,2.0,1.0,109.0,50000.0,Ben arous,Mohamedia,4.698970004336019
Villa,8.0,2.0,279.0,325000.0,Ben arous,Fouchana,5.511883360978874
Villa,3.0,2.0,200.0,225000.0,Ben arous,Fouchana,5.352182518111363
Villa,4.0,2.0,180.0,230000.0,Ben arous,Fouchana,5.361727836017593
Apartment,3.0,1.0,93.0,135000.0,Ben arous,Autres villes,5.130333768495007
Villa,3.0,1.0,100.0,70000.0,Ben arous,Autres villes,4.845098040014257
Apartment,3.0,1.0,70.0,165000.0,Ben arous,Autres villes,5.217483944213907
Villa,10.0,6.0,500.0,770000.0,Ben arous,Boumhel,5.886490725172482
Apartment,4.0,1.0,103.0,100000.0,Ben arous,El Mourouj,5.0
Apartment,3.0,1.0,97.0,120000.0,Ben arous,Hammam Chott,5.079181246047625
Villa,3.0,2.0,150.0,125000.0,Ben arous,Boumhel,5.096910013008056
Apartment,3.0,1.0,110.0,153000.0,Ben arous,El Mourouj,5.184691430817598
Apartment,4.0,3.0,210.0,385000.0,Ben arous,Ezzahra,5.585460729508501
Villa,2.0,1.0,120.0,140000.0,Ben arous,Fouchana,5.146128035678238
Villa,3.0,1.0,460.0,550000.0,Ben arous,Ben arous,5.740362689494244
Apartment,2.0,1.0,64.0,85000.0,Ben arous,El Mourouj,4.929418925714293
Villa,3.0,2.0,350.0,150000.0,Ben arous,Ezzahra,5.176091259055681
Apartment,3.0,1.0,85.0,95000.0,Ben arous,El Mourouj,4.977723605288848
Apartment,3.0,1.0,106.0,170000.0,Ben arous,El Mourouj,5.230448921378274
Villa,3.0,2.0,150.0,330000.0,Ben arous,Boumhel,5.518513939877887
Villa,7.0,2.0,500.0,850000.0,Ben arous,Ben arous,5.929418925714293
Villa,4.0,1.0,90.0,138000.0,Ben arous,Mohamedia,5.139879086401237
Villa,3.0,1.0,110.0,138000.0,Ben arous,Boumhel,5.139879086401237
Villa,4.0,1.0,150.0,150000.0,Ben arous,Boumhel,5.176091259055681
Apartment,4.0,1.0,90.0,130000.0,Ben arous,El Mourouj,5.113943352306837
Villa,3.0,2.0,226.0,345000.0,Ben arous,El Mourouj,5.537819095073274
Apartment,2.0,1.0,110.0,165000.0,Ben arous,Boumhel,5.217483944213907
Apartment,4.0,1.0,102.0,180000.0,Ben arous,El Mourouj,5.2552725051033065
Apartment,3.0,1.0,85.0,115000.0,Ben arous,Hammam Lif,5.060697840353612
Apartment,4.0,2.0,125.0,130000.0,Ben arous,Boumhel,5.113943352306837
Apartment,2.0,1.0,65.0,75000.0,Ben arous,Hammam Lif,4.8750612633917
Apartment,2.0,1.0,75.0,105000.0,Ben arous,Boumhel,5.021189299069938
Apartment,3.0,1.0,110.0,123000.0,Ben arous,El Mourouj,5.089905111439398
Apartment,3.0,2.0,153.0,200000.0,Ben arous,Medina Jedida,5.301029995663981
Villa,7.0,2.0,100.0,110000.0,Ben arous,Boumhel,5.041392685158225
Villa,3.0,1.0,110.0,130000.0,Ben arous,Boumhel,5.113943352306837
Villa,2.0,2.0,520.0,790000.0,Ben arous,Mégrine,5.897627091290442
Apartment,2.0,1.0,96.0,188000.0,Ben arous,Hammam Lif,5.27415784926368
Villa,3.0,2.0,400.0,470000.0,Ben arous,Mégrine,5.672097857935717
Apartment,2.0,1.0,159.0,220000.0,Ben arous,Hammam Lif,5.342422680822207
Apartment,4.0,2.0,110.0,130000.0,Ben arous,El Mourouj,5.113943352306837
Apartment,3.0,1.0,75.0,65000.0,Ben arous,Ben arous,4.812913356642856
Villa,4.0,2.0,150.0,200000.0,Ben arous,Autres villes,5.301029995663981
Villa,4.0,2.0,1700.0,350000.0,Ben arous,Mornag,5.544068044350276
Apartment,3.0,2.0,110.0,110000.0,Ben arous,El Mourouj,5.041392685158225
Apartment,4.0,2.0,160.0,350000.0,Ben arous,Ezzahra,5.544068044350276
Apartment,2.0,1.0,104.0,155000.0,Ben arous,Mornag,5.190331698170292
Apartment,2.0,1.0,76.0,120000.0,Ben arous,Radès,5.079181246047625
Villa,2.0,2.0,267.0,260000.0,Ben arous,Hammam Lif,5.414973347970818
Villa,5.0,2.0,230.0,220000.0,Ben arous,El Mourouj,5.342422680822207
Villa,3.0,1.0,170.0,220000.0,Ben arous,Boumhel,5.342422680822207
Apartment,4.0,2.0,140.0,170000.0,Ben arous,El Mourouj,5.230448921378274
Villa,2.0,1.0,120.0,40000.0,Ben arous,Mornag,4.6020599913279625
Apartment,2.0,1.0,80.0,142500.0,Ben arous,Boumhel,5.153814864344529
Apartment,4.0,1.0,94.0,140000.0,Ben arous,El Mourouj,5.146128035678238
Villa,5.0,1.0,130.0,170000.0,Ben arous,El Mourouj,5.230448921378274
Apartment,2.0,1.0,75.0,85000.0,Ben arous,Autres villes,4.929418925714293
Apartment,3.0,1.0,110.0,123000.0,Ben arous,El Mourouj,5.089905111439398
Apartment,2.0,1.0,96.0,110000.0,Ben arous,Autres villes,5.041392685158225
Villa,3.0,1.0,240.0,170000.0,Ben arous,Mohamedia,5.230448921378274
Apartment,2.0,1.0,138.0,250000.0,Ben arous,Boumhel,5.3979400086720375
Villa,5.0,1.0,180.0,170000.0,Ben arous,Autres villes,5.230448921378274
Apartment,3.0,1.0,105.0,350000.0,Ben arous,Hammam Chott,5.544068044350276
Apartment,2.0,1.0,144.0,180000.0,Ben arous,Hammam Chott,5.2552725051033065
Villa,5.0,1.0,230.0,320000.0,Ben arous,Hammam Chott,5.505149978319906
Apartment,3.0,1.0,129.0,192000.0,Ben arous,Autres villes,5.283301228703549
Villa,3.0,1.0,370.0,395000.0,Ben arous,Boumhel,5.596597095626461
Apartment,4.0,1.0,140.0,165000.0,Ben arous,Ezzahra,5.217483944213907
Villa,2.0,1.0,110.0,298000.0,Ben arous,Hammam Chott,5.474216264076255
Apartment,4.0,1.0,150.0,165000.0,Ben arous,Ezzahra,5.217483944213907
Apartment,3.0,1.0,110.0,140000.0,Ben arous,Hammam Chott,5.146128035678238
Villa,3.0,1.0,360.0,400000.0,Ben arous,Boumhel,5.6020599913279625
Apartment,2.0,1.0,80.0,95000.0,Ben arous,Boumhel,4.977723605288848
Apartment,3.0,2.0,127.0,197300.0,Ben arous,El Mourouj,5.295127085252191
Apartment,2.0,1.0,80.0,134500.0,Ben arous,El Mourouj,5.128722284338426
Apartment,3.0,1.0,90.0,135000.0,Ben arous,Medina Jedida,5.130333768495007
Villa,8.0,3.0,350.0,350000.0,Ben arous,Medina Jedida,5.544068044350276
Villa,9.0,2.0,200.0,430000.0,Ben arous,Ezzahra,5.633468455579586
Villa,2.0,2.0,200.0,340000.0,Ben arous,Boumhel,5.531478917042255
Villa,3.0,1.0,399.0,380000.0,Ben arous,Ezzahra,5.57978359661681
Apartment,3.0,2.0,140.0,215000.0,Ben arous,Boumhel,5.332438459915605
Apartment,2.0,1.0,72.0,150000.0,Ben arous,Radès,5.176091259055681
Apartment,3.0,1.0,136.0,170000.0,Ben arous,Medina Jedida,5.230448921378274
Apartment,2.0,1.0,98.0,125000.0,Ben arous,Medina Jedida,5.096910013008056
Apartment,3.0,1.0,115.0,137000.0,Ben arous,Medina Jedida,5.136720567156407
Apartment,1.0,1.0,73.0,129000.0,Ben arous,Medina Jedida,5.110589710299249
Villa,2.0,1.0,390.0,299000.0,Ben arous,Radès,5.47567118832443
Apartment,2.0,1.0,105.0,190000.0,Ben arous,Radès,5.278753600952829
Villa,3.0,1.0,306.0,365000.0,Ben arous,Radès,5.562292864456475
Villa,2.0,1.0,200.0,240000.0,Ben arous,Radès,5.380211241711606
Apartment,3.0,2.0,150.0,359000.0,Ben arous,Mégrine,5.555094448578319
Apartment,3.0,1.0,122.0,228000.0,Ben arous,Mégrine,5.357934847000454
Apartment,3.0,1.0,136.0,195000.0,Ben arous,Ben arous,5.290034611362518
Apartment,3.0,1.0,136.0,195000.0,Ben arous,Ben arous,5.290034611362518
Villa,3.0,2.0,196.0,380000.0,Ben arous,Radès,5.57978359661681
Apartment,3.0,2.0,157.0,265000.0,Ben arous,Medina Jedida,5.423245873936808
Apartment,3.0,2.0,147.0,420000.0,Ben arous,Mégrine,5.623249290397901
Villa,8.0,2.0,300.0,800000.0,Ben arous,Mégrine,5.903089986991944
Villa,5.0,1.0,549.0,1050000.0,Ben arous,Radès,6.021189299069938
Apartment,3.0,1.0,178.0,249000.0,Ben arous,Medina Jedida,5.396199347095736
Villa,5.0,2.0,187.0,280000.0,Ben arous,Fouchana,5.447158031342219
Apartment,3.0,1.0,85.0,105000.0,Ben arous,Ezzahra,5.021189299069938
Villa,4.0,1.0,165.0,160000.0,Ben arous,Mohamedia,5.204119982655925
Villa,6.0,3.0,709.0,800000.0,Ben arous,Boumhel,5.903089986991944
Villa,4.0,2.0,191.0,240000.0,Ben arous,Fouchana,5.380211241711606
Villa,4.0,1.0,130.0,190000.0,Ben arous,El Mourouj,5.278753600952829
Apartment,3.0,1.0,100.0,170000.0,Ben arous,Radès,5.230448921378274
Villa,3.0,2.0,150.0,340000.0,Ben arous,Boumhel,5.531478917042255
Villa,3.0,1.0,180.0,300000.0,Ben arous,Boumhel,5.477121254719663
Apartment,2.0,1.0,90.0,195000.0,Ben arous,Boumhel,5.290034611362518
Villa,3.0,2.0,165.0,280000.0,Ben arous,Fouchana,5.447158031342219
Apartment,2.0,1.0,24.0,24000.0,Ben arous,Autres villes,4.380211241711606
Apartment,2.0,1.0,80.0,120000.0,Ben arous,Medina Jedida,5.079181246047625
Apartment,3.0,1.0,70.0,290000.0,Ben arous,Ben arous,5.4623979978989565
Apartment,2.0,1.0,100.0,160000.0,Ben arous,Ezzahra,5.204119982655925
Apartment,2.0,1.0,90.0,125000.0,Ben arous,Hammam Lif,5.096910013008056
Villa,6.0,3.0,230.0,220000.0,Ben arous,El Mourouj,5.342422680822207
Apartment,4.0,2.0,230.0,250000.0,Ben arous,Mornag,5.3979400086720375
Villa,3.0,1.0,145.0,120000.0,Ben arous,Mornag,5.079181246047625
Apartment,2.0,1.0,100.0,115000.0,Ben arous,Medina Jedida,5.060697840353612
Villa,2.0,1.0,718.0,720000.0,Ben arous,Hammam Chott,5.857332496431268
Apartment,4.0,2.0,175.0,1400000.0,Ben arous,Mornag,6.146128035678238
Apartment,2.0,1.0,80.0,107000.0,Ben arous,Radès,5.02938377768521
Apartment,3.0,2.0,214.0,2900000.0,Ben arous,Mégrine,6.4623979978989565
Apartment,2.0,1.0,90.0,145000.0,Ben arous,El Mourouj,5.161368002234975
Apartment,4.0,2.0,175.0,2600000.0,Ben arous,Mégrine,6.414973347970818
Villa,4.0,1.0,182.0,160000.0,Ben arous,Autres villes,5.204119982655925
Apartment,3.0,2.0,170.0,1650000.0,Ben arous,Medina Jedida,6.217483944213907
Villa,3.0,1.0,200.0,150000.0,Ben arous,Radès,5.176091259055681
Villa,6.0,2.0,484.0,600000.0,Ben arous,El Mourouj,5.778151250383644
Apartment,2.0,1.0,98.0,150000.0,Ben arous,Mornag,5.176091259055681
Villa,3.0,1.0,90.0,75000.0,Ben arous,Autres villes,4.8750612633917
Apartment,2.0,1.0,75.0,125000.0,Ben arous,El Mourouj,5.096910013008056
Villa,8.0,2.0,278.0,320000.0,Ben arous,Fouchana,5.505149978319906
Villa,3.0,2.0,199.0,220000.0,Ben arous,Fouchana,5.342422680822207
Apartment,2.0,1.0,85.0,120000.0,Ben arous,El Mourouj,5.079181246047625
Apartment,3.0,1.0,110.0,150000.0,Ben arous,El Mourouj,5.176091259055681
Apartment,2.0,1.0,80.0,110000.0,Ben arous,El Mourouj,5.041392685158225
Apartment,3.0,1.0,80.0,115000.0,Ben arous,Radès,5.060697840353612
Villa,4.0,1.0,115.0,85000.0,Ben arous,Autres villes,4.929418925714293
Apartment,4.0,1.0,90.0,11111.0,Ben arous,Radès,4.045753147594141
Apartment,4.0,2.0,200.0,300000.0,Ben arous,El Mourouj,5.477121254719663
Apartment,3.0,1.0,90.0,140000.0,Ben arous,Radès,5.146128035678238
Villa,2.0,1.0,70.0,55000.0,Ben arous,Fouchana,4.740362689494244
Villa,4.0,2.0,70.0,95000.0,Ben arous,Fouchana,4.977723605288848
Villa,3.0,1.0,860.0,250000.0,Ben arous,Autres villes,5.3979400086720375
Villa,3.0,1.0,91.0,130000.0,Ben arous,Ben arous,5.113943352306837
Apartment,3.0,1.0,140.0,168000.0,Ben arous,Ezzahra,5.225309281725863
Villa,3.0,2.0,280.0,380000.0,Ben arous,Ezzahra,5.57978359661681
Villa,3.0,2.0,150.0,370000.0,Ben arous,Boumhel,5.568201724066995
Villa,4.0,2.0,200.0,400000.0,Ben arous,El Mourouj,5.6020599913279625
Apartment,3.0,1.0,100.0,850000.0,Ben arous,El Mourouj,5.929418925714293
Apartment,3.0,1.0,85.0,165000.0,Ben arous,Radès,5.217483944213907
Villa,8.0,4.0,300.0,350000.0,Ben arous,Fouchana,5.544068044350276
Villa,4.0,1.0,130.0,130000.0,Ben arous,Fouchana,5.113943352306837
Villa,3.0,2.0,400.0,600000.0,Ben arous,El Mourouj,5.778151250383644
Villa,3.0,2.0,150.0,180000.0,Ben arous,Boumhel,5.2552725051033065
Villa,3.0,1.0,90.0,75000.0,Ben arous,Autres villes,4.8750612633917
Villa,7.0,2.0,215.0,480000.0,Ben arous,El Mourouj,5.681241237375588
Villa,6.0,2.0,250.0,150000.0,Ben arous,Mégrine,5.176091259055681
Villa,8.0,3.0,480.0,750000.0,Ben arous,El Mourouj,5.8750612633917
Villa,3.0,2.0,300.0,600000.0,Ben arous,Autres villes,5.778151250383644
Villa,7.0,3.0,120.0,200000.0,Ben arous,Autres villes,5.301029995663981
Apartment,4.0,2.0,105.0,120000.0,Ben arous,Autres villes,5.079181246047625
Apartment,4.0,1.0,85.0,130000.0,Ben arous,Autres villes,5.113943352306837
Villa,8.0,4.0,120.0,215000.0,Ben arous,Mohamedia,5.332438459915605
Villa,7.0,3.0,156.0,260000.0,Ben arous,Radès,5.414973347970818
Villa,3.0,1.0,247.0,330000.0,Ben arous,Mohamedia,5.518513939877887
Apartment,3.0,1.0,94.0,105000.0,Ben arous,El Mourouj,5.021189299069938
Apartment,2.0,1.0,113.0,169000.0,Ben arous,Boumhel,5.227886704613674
Apartment,3.0,1.0,120.0,98000.0,Ben arous,Ben arous,4.991226075692495
Apartment,2.0,1.0,100.0,99000.0,Ben arous,Mornag,4.99563519459755
Villa,4.0,2.0,463.0,400000.0,Ben arous,Hammam Chott,5.6020599913279625
Villa,3.0,1.0,371.0,360000.0,Ben arous,Hammam Chott,5.556302500767287
Apartment,2.0,1.0,95.0,129000.0,Ben arous,Hammam Chott,5.110589710299249
Apartment,2.0,1.0,90.0,120000.0,Ben arous,Radès,5.079181246047625
Villa,3.0,1.0,230.0,320000.0,Ben arous,Hammam Chott,5.505149978319906
Villa,4.0,3.0,457.0,650000.0,Ben arous,Hammam Chott,5.812913356642856
Apartment,2.0,1.0,108.0,169000.0,Ben arous,Boumhel,5.227886704613674
Villa,4.0,1.0,203.0,345000.0,Ben arous,Hammam Chott,5.537819095073274
Villa,1.0,1.0,459.0,255000.0,Ben arous,Hammam Chott,5.406540180433956
Villa,4.0,1.0,317.0,450000.0,Ben arous,Hammam Chott,5.653212513775344
Villa,4.0,2.0,580.0,635000.0,Ben arous,Boumhel,5.802773725291976
Apartment,1.0,1.0,63.0,100000.0,Ben arous,Hammam Chott,5.0
Villa,4.0,2.0,390.0,685000.0,Ben arous,Boumhel,5.835690571492425
Villa,6.0,2.0,350.0,550000.0,Ben arous,Autres villes,5.740362689494244
Villa,8.0,2.0,140.0,135000.0,Ben arous,El Mourouj,5.130333768495007
Villa,8.0,2.0,400.0,250000.0,Ben arous,Medina Jedida,5.3979400086720375
Villa,8.0,2.0,600.0,250000.0,Ben arous,El Mourouj,5.3979400086720375
Apartment,2.0,1.0,70.0,120000.0,Ben arous,El Mourouj,5.079181246047625
Villa,6.0,2.0,320.0,550000.0,Ben arous,Ezzahra,5.740362689494244
Villa,8.0,3.0,560.0,865000.0,Ben arous,Boumhel,5.937016107464814
Villa,8.0,4.0,518.0,520000.0,Ben arous,Hammam Chott,5.7160033436348
Apartment,3.0,1.0,130.0,229000.0,Ben arous,Boumhel,5.359835482339888
Apartment,2.0,1.0,75.0,105000.0,Ben arous,El Mourouj,5.021189299069938
Apartment,2.0,1.0,90.0,98000.0,Ben arous,Hammam Chott,4.991226075692495
Villa,7.0,2.0,75.0,110000.0,Ben arous,Boumhel,5.041392685158225
Villa,3.0,1.0,90.0,210000.0,Ben arous,Medina Jedida,5.32221929473392
Apartment,3.0,1.0,90.0,100000.0,Ben arous,Autres villes,5.0
Apartment,2.0,1.0,67.0,120000.0,Ben arous,Radès,5.079181246047625
Villa,6.0,2.0,409.0,760000.0,Ben arous,Hammam Chott,5.880813592280791
Apartment,1.0,1.0,120.0,27000.0,Ben arous,El Mourouj,4.431363764158987
Villa,3.0,2.0,430.0,460000.0,Ben arous,El Mourouj,5.662757831681574
Villa,3.0,1.0,115.0,175000.0,Ben arous,Hammam Chott,5.243038048686294
Apartment,3.0,1.0,145.0,249000.0,Ben arous,Boumhel,5.396199347095736
Villa,3.0,1.0,100.0,120000.0,Ben arous,Mohamedia,5.079181246047625
Apartment,3.0,1.0,103.0,200000.0,Ben arous,El Mourouj,5.301029995663981
Villa,3.0,1.0,117.0,125000.0,Ben arous,Autres villes,5.096910013008056
Villa,2.0,1.0,97.0,100000.0,Ben arous,El Mourouj,5.0
Villa,2.0,1.0,100.0,135000.0,Ben arous,El Mourouj,5.130333768495007
Apartment,2.0,1.0,60.0,85000.0,Ben arous,El Mourouj,4.929418925714293
Villa,2.0,2.0,506.0,590000.0,Ben arous,Mégrine,5.770852011642144
Villa,8.0,5.0,470.0,600000.0,Ben arous,Ben arous,5.778151250383644
Villa,4.0,2.0,522.0,820000.0,Ben arous,Mégrine,5.913813852383717
Villa,3.0,2.0,400.0,470000.0,Ben arous,Radès,5.672097857935717
Villa,5.0,3.0,441.0,600000.0,Ben arous,Radès,5.778151250383644
Villa,3.0,2.0,400.0,420000.0,Ben arous,Radès,5.623249290397901
Villa,4.0,2.0,400.0,540000.0,Ben arous,Radès,5.732393759822968
Villa,7.0,2.0,500.0,850000.0,Ben arous,Ben arous,5.929418925714293
Apartment,2.0,1.0,125.0,177000.0,Ben arous,Radès,5.247973266361806
Villa,4.0,2.0,230.0,250000.0,Ben arous,Mornag,5.3979400086720375
Apartment,2.0,1.0,75.0,85000.0,Ben arous,Hammam Lif,4.929418925714293
Villa,6.0,2.0,150.0,260000.0,Ben arous,Ben arous,5.414973347970818
Villa,3.0,1.0,166.0,330000.0,Ben arous,Boumhel,5.518513939877887
Villa,3.0,1.0,145.0,340000.0,Ben arous,Boumhel,5.531478917042255
Villa,8.0,1.0,1000.0,950000.0,Ben arous,Hammam Chott,5.977723605288848
Apartment,2.0,1.0,90.0,197000.0,Ben arous,Medina Jedida,5.294466226161593
Apartment,2.0,1.0,100.0,115000.0,Ben arous,Medina Jedida,5.060697840353612
Villa,4.0,1.0,100.0,180000.0,Ben arous,Hammam Lif,5.2552725051033065
Apartment,3.0,1.0,100.0,170000.0,Ben arous,Ezzahra,5.230448921378274
Apartment,3.0,1.0,115.0,145000.0,Ben arous,Ben arous,5.161368002234975
Apartment,3.0,1.0,110.0,195000.0,Ben arous,Ezzahra,5.290034611362518
Apartment,4.0,1.0,113.0,200000.0,Ben arous,Autres villes,5.301029995663981
Villa,4.0,1.0,200.0,275000.0,Ben arous,Medina Jedida,5.439332693830263
Villa,4.0,1.0,160.0,220000.0,Ben arous,Autres villes,5.342422680822207
Apartment,1.0,1.0,70.0,135000.0,Ben arous,Hammam Lif,5.130333768495007
Apartment,3.0,1.0,120.0,225000.0,Ben arous,Ezzahra,5.352182518111363
Villa,6.0,1.0,182.0,190000.0,Ben arous,Mohamedia,5.278753600952829
Villa,3.0,1.0,120.0,280000.0,Ben arous,Ben arous,5.447158031342219
Villa,2.0,1.0,150.0,50000.0,Ben arous,Fouchana,4.698970004336019
Villa,9.0,1.0,180.0,275000.0,Ben arous,El Mourouj,5.439332693830263
Apartment,2.0,1.0,95.0,110000.0,Ben arous,Radès,5.041392685158225
Apartment,3.0,2.0,155.0,395000.0,Ben arous,Mégrine,5.596597095626461
Apartment,3.0,2.0,140.0,270000.0,Ben arous,Medina Jedida,5.431363764158987
Apartment,2.0,1.0,110.0,190000.0,Ben arous,Hammam Lif,5.278753600952829
Apartment,3.0,1.0,110.0,250000.0,Ben arous,Medina Jedida,5.3979400086720375
Apartment,3.0,2.0,140.0,295000.0,Ben arous,Boumhel,5.469822015978163
Villa,5.0,1.0,346.0,450000.0,Ben arous,Mornag,5.653212513775344
Villa,9.0,2.0,100.0,155000.0,Ben arous,Mornag,5.190331698170292
Apartment,3.0,1.0,68.0,120000.0,Ben arous,Hammam Lif,5.079181246047625
Villa,3.0,1.0,120.0,295000.0,Ben arous,El Mourouj,5.469822015978163
Villa,3.0,2.0,160.0,250000.0,Ben arous,Ben arous,5.3979400086720375
Villa,4.0,2.0,190.0,350000.0,Ben arous,Boumhel,5.544068044350276
Apartment,2.0,1.0,92.0,120000.0,Ben arous,Fouchana,5.079181246047625
Apartment,2.0,1.0,83.0,120000.0,Ben arous,El Mourouj,5.079181246047625
Villa,8.0,3.0,480.0,280000.0,Ben arous,Autres villes,5.447158031342219
Apartment,3.0,2.0,130.0,199000.0,Ben arous,Hammam Lif,5.298853076409706
Apartment,2.0,1.0,92.0,105000.0,Ben arous,Boumhel,5.021189299069938
Apartment,2.0,1.0,75.0,90000.0,Ben arous,El Mourouj,4.954242509439325
Villa,10.0,3.0,400.0,750000.0,Ben arous,Radès,5.8750612633917
Villa,7.0,2.0,200.0,370000.0,Ben arous,El Mourouj,5.568201724066995
Apartment,3.0,2.0,83.0,110000.0,Ben arous,El Mourouj,5.041392685158225
Villa,5.0,2.0,126.0,340000.0,Ben arous,El Mourouj,5.531478917042255
Apartment,3.0,1.0,70.0,105000.0,Ben arous,Ben arous,5.021189299069938
Villa,4.0,1.0,500.0,295000.0,Ben arous,Boumhel,5.469822015978163
Apartment,3.0,2.0,120.0,210000.0,Ben arous,Ezzahra,5.32221929473392
Apartment,3.0,2.0,116.0,169000.0,Ben arous,Medina Jedida,5.227886704613674
Apartment,2.0,2.0,120.0,190000.0,Ben arous,Medina Jedida,5.278753600952829
Villa,7.0,3.0,350.0,300000.0,Ben arous,Autres villes,5.477121254719663
Villa,7.0,2.0,102.0,255000.0,Ben arous,El Mourouj,5.406540180433956
Villa,8.0,2.0,250.0,300000.0,Ben arous,Radès,5.477121254719663
Apartment,3.0,1.0,87.0,95000.0,Ben arous,Hammam Chott,4.977723605288848
Apartment,2.0,1.0,78.0,100000.0,Ben arous,Fouchana,5.0
Villa,2.0,1.0,110.0,250000.0,Ben arous,Hammam Lif,5.3979400086720375
Villa,3.0,2.0,420.0,550000.0,Ben arous,Autres villes,5.740362689494244
Villa,4.0,1.0,150.0,170000.0,Ben arous,Boumhel,5.230448921378274
Villa,7.0,2.0,140.0,280000.0,Ben arous,Autres villes,5.447158031342219
Apartment,3.0,2.0,100.0,120000.0,Ben arous,Medina Jedida,5.079181246047625
Villa,4.0,1.0,162.0,130000.0,Ben arous,Mornag,5.113943352306837
Villa,6.0,2.0,490.0,330000.0,Ben arous,Autres villes,5.518513939877887
Apartment,3.0,2.0,105.0,170000.0,Ben arous,Medina Jedida,5.230448921378274
Apartment,4.0,2.0,110.0,130000.0,Ben arous,El Mourouj,5.113943352306837
Apartment,4.0,1.0,115.0,145000.0,Ben arous,El Mourouj,5.161368002234975
Villa,4.0,1.0,115.0,85000.0,Ben arous,El Mourouj,4.929418925714293
Apartment,4.0,1.0,110.0,155000.0,Ben arous,El Mourouj,5.190331698170292
Villa,5.0,1.0,120.0,350000.0,Ben arous,Mégrine,5.544068044350276
Villa,7.0,2.0,600.0,520000.0,Ben arous,Autres villes,5.7160033436348
Villa,2.0,2.0,120.0,350000.0,Ben arous,Hammam Lif,5.544068044350276
Villa,9.0,2.0,1150.0,850000.0,Ben arous,Radès,5.929418925714293
Apartment,2.0,1.0,70.0,120000.0,Ben arous,El Mourouj,5.079181246047625
Villa,3.0,2.0,285.0,235000.0,Ben arous,Fouchana,5.371067862271736
Villa,6.0,2.0,150.0,150000.0,Ben arous,Autres villes,5.176091259055681
